gene,gene_ID,chrom,strand,gene_start,gene_end,name
Pnkd,NM_001039509,chr1,+,74285033,74353692,chr1-2852
Gpbar1,NM_174985,chr1,+,74278599,74279589,chr1-2852
Aamp,NM_001190444,chr1,-,74279839,74284738,chr1-2852
Tmbim1,NM_027154,chr1,-,74288246,74304336,chr1-2853
Catip,NM_001033345,chr1,+,74362107,74369321,chr1-2855
Slc11a1,NM_013612,chr1,+,74375202,74386051,chr1-2856
Mir26b,NR_029743,chr1,+,74394309,74394394,chr1-2856
Ctdsp1,NM_153088,chr1,+,74391608,74397285,chr1-2856
Vil1,NM_009509,chr1,+,74409383,74435560,chr1-2857
Cnot9,NM_021383,chr1,+,74506059,74530842,chr1-2861
Plcd4,NM_001081456,chr1,+,74542888,74565977,chr1-2862
Usp37,NM_176972,chr1,-,74435509,74544286,chr1-2862
Bcs1l,NM_001305652,chr1,+,74588288,74592443,chr1-2864
Zfp142,NM_001310668,chr1,-,74566425,74588028,chr1-2864
Stk36,NM_175031,chr1,+,74601454,74636893,chr1-2865
Rnf25,NM_001305230,chr1,-,74593747,74601397,chr1-2865
Ttll4,NM_001014974,chr1,+,74661701,74701832,chr1-2867
Cyp27a1,NM_024264,chr1,+,74713534,74737897,chr1-2869
Prkag3,NM_153744,chr1,-,74738921,74748955,chr1-2870
Wnt6,NM_009526,chr1,+,74771891,74785319,chr1-2871
Wnt10a,NM_009518,chr1,+,74792018,74804175,chr1-2872
Gm16582,NR_151618,chr1,+,74850894,74879953,chr1-2875
Cdk5r2,NM_009872,chr1,+,74855028,74857732,chr1-2875
Cryba2,NM_021541,chr1,-,74889933,74893143,chr1-2876
Fev,NM_153111,chr1,-,74881508,74885408,chr1-2876
Mir375,NR_029876,chr1,-,74900657,74900721,chr1-2877
Cfap65,NM_001039495,chr1,-,74902079,74935599,chr1-2878
Ihh,NM_010544,chr1,-,74945314,74951672,chr1-2879
Nhej1,NM_029342,chr1,-,74967345,75046639,chr1-2882
Retreg2,NM_001305232,chr1,+,75143157,75147909,chr1-2885
Cnppd1,NM_026977,chr1,-,75135761,75142711,chr1-2885
Slc23a3,NM_194333,chr1,-,75125541,75133890,chr1-2885
Zfand2b,NM_026846,chr1,+,75168734,75171626,chr1-2886
Ankzf1,NM_026187,chr1,+,75192159,75199385,chr1-2887
Abcb6,NM_023732,chr1,-,75171640,75180392,chr1-2887
Atg9a,NR_109938,chr1,-,75180860,75192010,chr1-2887
Stk16,NM_001277992,chr1,+,75210828,75215606,chr1-2888
Tuba4a,NM_001313724,chr1,-,75214971,75219294,chr1-2888
Glb1l,NM_029010,chr1,-,75198234,75210778,chr1-2888
Dnajb2,NM_001159884,chr1,+,75236422,75245692,chr1-2889
A630095N17Rik,NM_001243090,chr1,-,75220094,75232093,chr1-2889
Ptprn,NM_008985,chr1,-,75247040,75264208,chr1-2890
Resp18,NR_138251,chr1,-,75272196,75278415,chr1-2891
Dnpep,NM_001110831,chr1,-,75308564,75317637,chr1-2892
Des,NM_010043,chr1,+,75360291,75368579,chr1-2894
Speg,NM_007463,chr1,+,75375296,75432306,chr1-2895
Gm15179,NR_037976,chr1,-,75368209,75375015,chr1-2895
Gmppa,NM_001357170,chr1,+,75435935,75443179,chr1-2897
Asic4,NM_183022,chr1,+,75450509,75474340,chr1-2898
Tmem198,NM_177056,chr1,+,75479531,75485693,chr1-2899
Chpf,NM_001001565,chr1,-,75474568,75479471,chr1-2899
Stk11ip,NM_027886,chr1,+,75521528,75537335,chr1-2900
Inha,NM_001329843,chr1,+,75507608,75510366,chr1-2900
Obsl1,NM_178884,chr1,-,75485824,75506452,chr1-2900
Slc4a3,NM_009208,chr1,+,75546265,75559431,chr1-2901
Gm17751,NR_038012,chr1,+,76489132,76502028,chr1-2939
Mir6343,NR_105761,chr1,+,76509559,76509643,chr1-2940
Mir6352,NR_105770,chr1,-,77496652,77496768,chr1-2979
Epha4,NM_007936,chr1,-,77367184,77515088,chr1-2980
Pax3,NM_001159520,chr1,-,78101266,78197136,chr1-3007
Sgpp2,NM_001004173,chr1,+,78310345,78420286,chr1-3012
Farsb,NM_011811,chr1,-,78424744,78488897,chr1-3019
Mogat1,NM_026713,chr1,+,78511059,78538173,chr1-3020
Utp14b,NM_001136226,chr1,+,78658439,78667601,chr1-3026
Acsl3,NM_001136222,chr1,+,78657824,78707743,chr1-3026
Kcne4,NM_021342,chr1,+,78816910,78820032,chr1-3032
Gm29536,NR_151519,chr1,-,78791622,79224511,chr1-3048
Scg2,NM_009129,chr1,-,79434367,79440026,chr1-3057
Ap1s3,NM_183027,chr1,-,79606875,79671972,chr1-3066
Wdfy1,NM_027057,chr1,-,79726402,79761769,chr1-3070
Mrpl44,NM_001081210,chr1,+,79776017,79781445,chr1-3071
Serpine2,NM_009255,chr1,-,79794320,79858665,chr1-3074
Fam124b,NM_173425,chr1,-,80198698,80213944,chr1-3088
Cul3,NM_016716,chr1,-,80264922,80340690,chr1-3093
1700016L21Rik,NR_040460,chr1,+,80445931,80475660,chr1-3097
Dock10,NM_175291,chr1,-,80501067,80758553,chr1-3110
Nyap2,NM_001356398,chr1,+,81077203,81300096,chr1-3123
Mir6344,NR_105762,chr1,+,82131915,82132019,chr1-3165
Irs1,NM_010570,chr1,-,82233104,82291439,chr1-3171
Rhbdd1,NM_029777,chr1,+,82316578,82445367,chr1-3172
Col4a3,NM_007734,chr1,+,82586920,82722059,chr1-3183
Col4a4,NM_007735,chr1,-,82450722,82586849,chr1-3183
Mff,NM_001310699,chr1,+,82724889,82752389,chr1-3188
Tm4sf20,NM_025453,chr1,-,82756646,82768461,chr1-3190
Agfg1,NM_010472,chr1,+,82839459,82901001,chr1-3193
Slc19a3,NM_030556,chr1,-,83012522,83038448,chr1-3201
Krtap28-13,NM_027778,chr1,+,83060929,83061921,chr1-3202
Ccl20,NM_016960,chr1,+,83116765,83119167,chr1-3204
Daw1,NR_027636,chr1,+,83159761,83210572,chr1-3206
Sphkap,NM_172430,chr1,-,83255443,83408200,chr1-3216
Mir6353,NR_105771,chr1,-,84218848,84218961,chr1-3248
Pid1,NM_001003948,chr1,-,84036292,84284645,chr1-3251
Mir5126,NR_039588,chr1,+,84695838,84695915,chr1-3267
Dner,NM_152915,chr1,-,84369838,84696221,chr1-3267
Fbxo36,NM_025386,chr1,+,84839840,84900486,chr1-3273
Trip12,NM_133975,chr1,-,84721188,84839304,chr1-3273
Slc16a14,NM_027921,chr1,-,84906704,84935083,chr1-3277
A530040E14Rik,NR_163968,chr1,+,85106092,85114038,chr1-3284
A530032D15Rik,NM_213615,chr1,-,85088138,85109853,chr1-3284
Gm7609,NM_001081746,chr1,+,85199610,85213762,chr1-3287
C130026I21Rik,NM_001037909,chr1,-,85246343,85270566,chr1-3290
LOC108167347,NM_001372515,chr1,-,85313406,85327379,chr1-3293
Sp140,NM_001013817,chr1,+,85600702,85645036,chr1-3301
Sp110,NM_175397,chr1,-,85576898,85603891,chr1-3301
Sp100,NM_001313714,chr1,+,85649987,85683118,chr1-3302
A630001G21Rik,NM_177055,chr1,-,85717082,85736606,chr1-3306
Mir8096,NR_106172,chr1,+,85751947,85752074,chr1-3307
9930111H07Rik,NR_108086,chr1,+,85775270,85784694,chr1-3308
Cab39,NM_001355046,chr1,+,85793440,85851577,chr1-3308
Itm2c,NM_022417,chr1,+,85894509,85908698,chr1-3312
4933407L21Rik,NR_037692,chr1,+,85928482,85931756,chr1-3314
Gpr55,NM_001033290,chr1,-,85939536,85961055,chr1-3315
Spata3,NM_027029,chr1,+,86021941,86024669,chr1-3317
2810459M11Rik,NM_001144993,chr1,+,86045862,86055456,chr1-3318
Psmd1,NM_027357,chr1,+,86064618,86139295,chr1-3319
Htr2b,NM_008311,chr1,-,86099036,86111980,chr1-3321
Armc9,NM_001310702,chr1,+,86154779,86278284,chr1-3323
B3gnt7,NM_145222,chr1,+,86303220,86307305,chr1-3329
Gm28626,NR_151592,chr1,-,86303062,86304060,chr1-3329
C130036L24Rik,NR_015507,chr1,+,86359583,86368507,chr1-3331
Snord82,NR_002851,chr1,-,86356259,86356327,chr1-3331
Gm24148,NR_106184,chr1,-,86351980,86352127,chr1-3331
Snora75,NR_028478,chr1,-,86351169,86351285,chr1-3331
Ncl,NM_010880,chr1,-,86344718,86359455,chr1-3331
Nmur1,NM_001319227,chr1,-,86386241,86389361,chr1-3332
Tex44,NM_027966,chr1,+,86426328,86428049,chr1-3334
Ptma,NM_001360830,chr1,+,86526556,86530711,chr1-3338
Cops7b,NM_172974,chr1,+,86582920,86606828,chr1-3340
Pde6d,NM_008801,chr1,-,86543011,86582785,chr1-3340
Nppc,NM_010933,chr1,-,86666292,86670573,chr1-3343
Dis3l2,NM_001172157,chr1,+,86703803,87050097,chr1-3345
Alppl2,NM_007433,chr1,-,87086690,87089928,chr1-3360
Akp3,NM_007432,chr1,+,87124953,87128728,chr1-3361
Alpi,NM_001081082,chr1,-,87098001,87101606,chr1-3361
Ecel1,NM_021306,chr1,-,87147654,87156356,chr1-3363
Chrnd,NM_021600,chr1,+,87190596,87200070,chr1-3364
Prss56,NM_027084,chr1,+,87183313,87188405,chr1-3364
Eif4e2,NM_023314,chr1,+,87213913,87240488,chr1-3365
Chrng,NM_009604,chr1,+,87205810,87211835,chr1-3365
Efhd1,NR_151447,chr1,+,87264352,87310841,chr1-3367
Gigyf2,NM_001110212,chr1,+,87326997,87450810,chr1-3370
Kcnj13,NM_001110227,chr1,-,87384576,87394729,chr1-3372
Snorc,NM_001356490,chr1,+,87470200,87475482,chr1-3375
Neu2,NM_001160164,chr1,+,87574026,87597840,chr1-3379
Ngef,NM_001111314,chr1,-,87476828,87573870,chr1-3379
Inpp5d,NM_010566,chr1,+,87620311,87720510,chr1-3381
Atg16l1,NM_001205391,chr1,+,87756010,87792428,chr1-3387
Gm33517,NR_157047,chr1,-,87728567,87755746,chr1-3387
Scarna6,NR_028519,chr1,+,87784570,87784818,chr1-3388
Sag,NM_009118,chr1,+,87803679,87845157,chr1-3389
Dgkd,NM_177646,chr1,+,87853286,87944489,chr1-3391
Gm19582,NR_136921,chr1,-,87853346,87854299,chr1-3391
Usp40,NM_001033291,chr1,-,87945120,88008551,chr1-3397
Ugt1a10,NM_201641,chr1,+,88055410,88220002,chr1-3399
Ugt1a9,NM_201644,chr1,+,88070778,88220002,chr1-3399
Ugt1a7c,NM_201642,chr1,+,88095000,88220002,chr1-3400
Ugt1a6b,NM_201410,chr1,+,88103256,88218998,chr1-3401
Ugt1a6a,NM_145079,chr1,+,88134808,88220002,chr1-3402
Ugt1a5,NM_201643,chr1,+,88166011,88220002,chr1-3403
Ugt1a2,NM_013701,chr1,+,88200610,88220002,chr1-3405
Ugt1a1,NM_201645,chr1,+,88211958,88220002,chr1-3405
Dnajb3,NM_008299,chr1,-,88204731,88205748,chr1-3405
Mroh2a,NM_001281466,chr1,+,88227019,88262289,chr1-3406
6430706D22Rik,NR_040291,chr1,-,88263112,88269408,chr1-3407
A730008H23Rik,NM_172505,chr1,-,88264827,88277557,chr1-3408
Hjurp,NM_198652,chr1,-,88258855,88277579,chr1-3408
Trpm8,NM_134252,chr1,+,88306734,88388851,chr1-3409
Spp2,NM_029269,chr1,+,88407009,88426438,chr1-3413
Glrp1,NM_008132,chr1,-,88499870,88510066,chr1-3417
Gm19589,NR_037971,chr1,+,88551516,88562166,chr1-3419
Arl4c,NM_177305,chr1,-,88698225,88702191,chr1-3425
Platr5,NR_040493,chr1,+,88754889,88755733,chr1-3427
1700067G17Rik,NR_040471,chr1,+,89016112,89022210,chr1-3437
Sh3bp4,NM_133816,chr1,+,89070414,89155087,chr1-3439
C030007H22Rik,NR_040482,chr1,-,89360343,89406133,chr1-3453
Agap1,NM_178119,chr1,+,89454810,89895282,chr1-3455
4933400F21Rik,NR_015540,chr1,-,89676506,89683892,chr1-3464
Gbx2,NM_010262,chr1,-,89927961,89931176,chr1-3474
Asb18,NM_139152,chr1,-,89952590,90014666,chr1-3477
Iqca,NM_001368722,chr1,-,90042131,90153436,chr1-3483
Ackr3,NM_001271607,chr1,+,90203979,90215722,chr1-3485
Cops8,NM_133805,chr1,+,90603424,90613341,chr1-3501
Col6a3,NM_001243009,chr1,-,90766859,90843971,chr1-3510
Mlph,NM_053015,chr1,+,90915099,90951142,chr1-3513
Prlh,NM_001101647,chr1,+,90953107,90954012,chr1-3515
Rab17,NM_008998,chr1,-,90958132,90969620,chr1-3515
Lrrfip1,NM_001111312,chr1,+,90998726,91128944,chr1-3516
Rbm44,NM_001033408,chr1,+,91145102,91170795,chr1-3522
Ramp1,NM_016894,chr1,+,91179821,91225196,chr1-3524
Ube2f,NM_001355761,chr1,+,91250303,91286521,chr1-3527
Scly,NM_016717,chr1,+,91298337,91321080,chr1-3528
Espnl,NM_001033292,chr1,+,91322074,91348303,chr1-3529
Klhl30,NM_027551,chr1,+,91351072,91362404,chr1-3531
Erfe,NM_173395,chr1,+,91366429,91374217,chr1-3531
Ilkap,NM_023343,chr1,-,91375826,91398823,chr1-3532
1700020N18Rik,NR_026924,chr1,-,91404878,91406029,chr1-3533
Hes6,NM_001360900,chr1,-,91411482,91414038,chr1-3533
Per2,NM_011066,chr1,-,91415981,91459328,chr1-3535
Traf3ip1,NM_028718,chr1,+,91494667,91529307,chr1-3536
Asb1,NM_023046,chr1,+,91541079,91559590,chr1-3538
Twist2,NM_007855,chr1,+,91801460,91848034,chr1-3549
Hdac4,NM_207225,chr1,-,91928778,92180341,chr1-3564
Mir6900,NR_105865,chr1,-,92464482,92464542,chr1-3575
Ndufa10,NM_024197,chr1,-,92439718,92473758,chr1-3575
Olfr1416,NM_147038,chr1,-,92479680,92480619,chr1-3576
Olfr1415,NM_001011525,chr1,-,92490817,92491753,chr1-3576
Olfr1414,NM_147039,chr1,-,92511047,92518515,chr1-3577
Olfr1413,NM_147037,chr1,+,92573124,92574206,chr1-3579
Olfr1411,NM_146490,chr1,+,92596520,92597492,chr1-3580
Olfr1412,NM_146277,chr1,+,92588331,92589297,chr1-3580
Olfr12,NM_206896,chr1,+,92619880,92621001,chr1-3581
Olfr1410,NM_146491,chr1,+,92607838,92608807,chr1-3581
Otos,NM_153114,chr1,-,92644217,92648841,chr1-3582
Cops9,NM_001163425,chr1,-,92637144,92641985,chr1-3582
Gpc1,NM_016696,chr1,+,92831644,92860211,chr1-3590
Mir149,NR_029559,chr1,+,92850377,92850443,chr1-3591
Dusp28,NM_175118,chr1,+,92906988,92908620,chr1-3593
Rnpepl1,NM_181405,chr1,+,92910824,92920585,chr1-3593
5033417F24Rik,NR_138578,chr1,-,92908377,92910764,chr1-3593
Ankmy1,NM_001347091,chr1,-,92870128,92902906,chr1-3593
Capn10,NM_011796,chr1,+,92934407,92947948,chr1-3594
Gpr35,NM_001104529,chr1,+,92973118,92986391,chr1-3595
9430060I03Rik,NR_015525,chr1,-,92933542,92950590,chr1-3595
Aqp12,NM_177587,chr1,+,93006333,93012269,chr1-3597
Kif1a,NM_001368847,chr1,-,93015454,93101874,chr1-3601
Agxt,NM_001276710,chr1,+,93135239,93145421,chr1-3602
Crocc2,NM_001310428,chr1,+,93168422,93231066,chr1-3603
Mab21l4,NM_172411,chr1,-,93151354,93160948,chr1-3603
Sned1,NM_172463,chr1,+,93235896,93296448,chr1-3606
Mir6901,NR_105866,chr1,+,93274548,93274610,chr1-3607
Gm28535,NR_151531,chr1,+,93305963,93317312,chr1-3609
Mterf4,NM_001310756,chr1,-,93301204,93305879,chr1-3609
Ppp1r7,NM_023200,chr1,+,93343627,93367616,chr1-3610
Mir6902,NR_105867,chr1,+,93346091,93346155,chr1-3610
Pask,NM_080850,chr1,-,93309436,93342788,chr1-3610
Ano7,NM_001271884,chr1,+,93373895,93404304,chr1-3611
Mir6345,NR_105763,chr1,+,93352157,93352285,chr1-3611
Sept2,NM_001159719,chr1,+,93479060,93509732,chr1-3616
Hdlbp,NM_133808,chr1,-,93405939,93478917,chr1-3616
Farp2,NM_145519,chr1,+,93512103,93621976,chr1-3617
Stk25,NM_021537,chr1,-,93620750,93635727,chr1-3622
Bok,NM_016778,chr1,+,93685574,93695770,chr1-3624
Atg4b,NM_174874,chr1,+,93754904,93789602,chr1-3627
Thap4,NM_025920,chr1,-,93705390,93754838,chr1-3627
Ing5,NM_025454,chr1,+,93803964,93822100,chr1-3629
Dtymk,NM_001105667,chr1,-,93792575,93801934,chr1-3629
D2hgdh,NM_001310767,chr1,+,93825239,93852361,chr1-3630
Gal3st2,NM_199366,chr1,+,93861343,93876494,chr1-3631
Gal3st2b,NM_001205249,chr1,+,93918436,93941239,chr1-3633
Gal3st2c,NM_001039219,chr1,+,93990504,94011539,chr1-3636
Neu4,NM_173772,chr1,+,94020492,94028330,chr1-3637
Pdcd1,NM_008798,chr1,-,94038304,94052553,chr1-3639
4930440C22Rik,NR_040473,chr1,+,94797441,94802472,chr1-3668
Fam174a,NM_026321,chr1,+,95313627,95335284,chr1-3689
St8sia4,NM_009183,chr1,-,95587681,95667594,chr1-3703
4930598F16Rik,NR_040479,chr1,-,95701183,95716518,chr1-3705
1700063A18Rik,NR_040467,chr1,-,95990658,96021758,chr1-3717
4930533P14Rik,NR_040478,chr1,-,96612056,96662573,chr1-3743
Panct2,NR_131964,chr1,+,96871125,96881234,chr1-3751
Slco4c1,NM_172658,chr1,-,96818783,96872171,chr1-3751
Slco6b1,NR_120500,chr1,-,96906175,96997560,chr1-3756
Slco6c1,NM_028942,chr1,-,97059448,97128303,chr1-3762
D1Ertd622e,NM_001355071,chr1,-,97643901,97662018,chr1-3783
Gin1,NM_001310773,chr1,+,97770171,97793708,chr1-3787
Ppip5k2,NM_173760,chr1,-,97706042,97770092,chr1-3787
B230216N24Rik,NR_037993,chr1,-,98031122,98047793,chr1-3798
Pam,NM_001357127,chr1,-,97821093,98095646,chr1-3800
1810006J02Rik,NR_040439,chr1,+,98131466,98144655,chr1-3802
Gm29461,NR_151613,chr1,+,98173647,98190697,chr1-3803
Slco6d1,NM_027584,chr1,+,98421123,98509380,chr1-3813
Cntnap5b,NM_172851,chr1,+,99772400,100490598,chr1-3867
Gm20268,NR_037989,chr1,+,101155767,101175202,chr1-3923
Cdh20,NM_011800,chr1,+,104768519,104995481,chr1-4067
Gm17634,NR_151538,chr1,+,105356006,105361737,chr1-4091
Rnf152,NM_001160368,chr1,-,105276916,105356710,chr1-4091
Relch,NM_029349,chr1,+,105663860,105755131,chr1-4103
Pign,NM_013784,chr1,-,105518421,105663676,chr1-4103
Tnfrsf11a,NM_009399,chr1,+,105780722,105847981,chr1-4108
Zcchc2,NM_001122675,chr1,+,105990405,106034079,chr1-4116
Gm7160,NR_151625,chr1,-,105979349,105990282,chr1-4116
Phlpp1,NM_133821,chr1,+,106171868,106394245,chr1-4123
Gm20753,NR_040630,chr1,-,106152624,106171524,chr1-4123
Mir3473f,NR_106164,chr1,-,106546495,106546631,chr1-4138
Bcl2,NM_009741,chr1,-,106538175,106714290,chr1-4145
Kdsr,NM_027534,chr1,-,106720409,106759742,chr1-4147
Vps4b,NM_009190,chr1,-,106770787,106796725,chr1-4148
Serpinb5,NM_009257,chr1,+,106861174,106883348,chr1-4151
Serpinb12,NM_001199213,chr1,+,106938956,106957081,chr1-4154
Serpinb13,NM_172852,chr1,+,106980983,107001195,chr1-4156
Serpinb3a,NM_009126,chr1,-,107045586,107052303,chr1-4159
Serpinb3d,NM_201376,chr1,-,107078192,107083480,chr1-4160
Serpinb3b,NM_198680,chr1,-,107153960,107161114,chr1-4163
Serpinb3c,NM_201363,chr1,-,107271200,107278371,chr1-4168
Serpinb11,NM_025867,chr1,+,107362313,107380475,chr1-4171
Serpinb7,NM_027548,chr1,+,107422688,107452689,chr1-4173
Serpinb2,NM_011111,chr1,+,107511509,107525600,chr1-4177
Serpinb10,NM_001160307,chr1,+,107529002,107549271,chr1-4178
Serpinb8,NM_011459,chr1,+,107590005,107608978,chr1-4180
D830032E09Rik,NR_102307,chr1,+,107917258,107950947,chr1-4193
Cdh7,NM_001316743,chr1,+,109982899,110139903,chr1-4276
Cdh19,NM_001081386,chr1,-,110888325,110977593,chr1-4316
Dsel,NM_001081316,chr1,-,111858701,111864918,chr1-4351
Gm32810,NR_157044,chr1,-,112377328,112416918,chr1-4373
Cntnap5a,NM_001077425,chr1,+,115684736,116587322,chr1-4504
B020011L13Rik,NM_001372356,chr1,+,117781134,117803359,chr1-4588
Nifk,NM_026472,chr1,+,118321842,118333831,chr1-4609
Tsn,NM_011650,chr1,-,118298513,118311346,chr1-4609
Clasp1,NM_001359339,chr1,+,118389057,118609462,chr1-4612
2900060B14Rik,NR_027901,chr1,-,118458668,118459265,chr1-4615
Tfcp2l1,NM_023755,chr1,+,118627944,118685168,chr1-4622
Mir6346,NR_105764,chr1,+,118954219,118954299,chr1-4635
Gli2,NM_001081125,chr1,-,118834060,119053619,chr1-4639
Inhbb,NM_008381,chr1,-,119415462,119422248,chr1-4653
Ralb,NM_022327,chr1,-,119470304,119504782,chr1-4657
Tmem185b,NM_146103,chr1,+,119526153,119528983,chr1-4658
3830432H09Rik,NR_126486,chr1,-,119529479,119536165,chr1-4658
Epb41l5,NM_001113416,chr1,-,119594823,119649000,chr1-4662
Ptpn4,NM_019933,chr1,-,119658092,119837071,chr1-4670
Tmem177,NM_175106,chr1,-,119907900,119913183,chr1-4673
Cfap221,NM_001115074,chr1,-,119923339,119997232,chr1-4676
Sctr,NM_001012322,chr1,+,120006979,120063532,chr1-4677
Tmem37,NM_019432,chr1,-,120067376,120073780,chr1-4679
3110009E18Rik,NM_001172074,chr1,+,120121186,120188189,chr1-4681
Dbi,NM_007830,chr1,-,120113279,120121096,chr1-4681
Steap3,NM_001085409,chr1,-,120226415,120271082,chr1-4687
C1ql2,NM_207233,chr1,+,120340581,120343174,chr1-4690
Marco,NM_010766,chr1,-,120474537,120505024,chr1-4697
En1,NM_010133,chr1,+,120602486,120607991,chr1-4701
Celrr,NR_038008,chr1,+,121087404,121120975,chr1-4720
Insig2,NM_178082,chr1,-,121304352,121332589,chr1-4730
Ccdc93,NM_029955,chr1,+,121431066,121506460,chr1-4734
Htr5b,NM_010483,chr1,-,121509772,121528465,chr1-4738
Ddx18,NM_025860,chr1,-,121553834,121567980,chr1-4739
Gm28590,NR_151524,chr1,+,122205144,122252180,chr1-4765
Dpp10,NM_199021,chr1,-,123332137,124045559,chr1-4838
Actr3,NM_023735,chr1,-,125392904,125435727,chr1-4894
Slc35f5,NM_028787,chr1,+,125561001,125595834,chr1-4899
Gpr39,NM_027677,chr1,+,125676995,125873861,chr1-4904
Lypd1,NM_001311089,chr1,-,125867621,125912928,chr1-4913
Nckap5,NM_001081756,chr1,-,125913635,126830632,chr1-4950
Mgat5,NM_145128,chr1,+,127204985,127482972,chr1-4965
Tmem163,NM_028135,chr1,-,127490341,127678021,chr1-4984
Acmsd,NM_001033041,chr1,+,127729412,127767564,chr1-4986
Ccnt2,NM_028399,chr1,+,127774163,127804837,chr1-4987
2900009J06Rik,NR_045298,chr1,-,127753616,127774054,chr1-4987
Map3k19,NM_011737,chr1,-,127815270,127840290,chr1-4990
Rab3gap1,NM_178690,chr1,+,127868772,127943876,chr1-4991
R3hdm1,NM_181750,chr1,+,128103305,128237735,chr1-5001
Zranb3,NM_001285945,chr1,-,127954178,128103047,chr1-5001
Mir128-1,NR_029543,chr1,+,128202360,128202430,chr1-5005
Ubxn4,NM_001356529,chr1,+,128244136,128279378,chr1-5006
Lct,NM_001081078,chr1,-,128284755,128328318,chr1-5010
Mcm6,NM_008567,chr1,-,128331574,128359705,chr1-5011
Dars,NM_145507,chr1,-,128412117,128417416,chr1-5013
Cxcr4,NM_001356509,chr1,-,128588198,128592299,chr1-5020
Thsd7b,NM_172485,chr1,+,129273303,130219278,chr1-5047
Cd55os,NR_151525,chr1,+,130422823,130437914,chr1-5093
Cd55b,NM_001317361,chr1,-,130388527,130423043,chr1-5093
Cd55,NM_010016,chr1,-,130439025,130462744,chr1-5095
Zp3r,NM_009581,chr1,-,130576705,130629606,chr1-5102
C4bp,NM_007576,chr1,-,130635920,130661618,chr1-5103
C4bp-ps1,NR_028304,chr1,-,130670201,130681571,chr1-5104
Yod1,NM_178691,chr1,+,130717326,130722057,chr1-5105
AA986860,NM_177604,chr1,+,130731975,130744622,chr1-5106
Pfkfb2,NM_001162415,chr1,-,130689042,130729253,chr1-5106
Gm28856,NR_151623,chr1,+,130766383,130784433,chr1-5107
Fcamr,NM_144960,chr1,+,130800901,130814740,chr1-5109
Pigr,NM_011082,chr1,+,130826683,130852249,chr1-5110
Fcmr,NM_026976,chr1,+,130865776,130880790,chr1-5111
Il24,NM_053095,chr1,-,130882073,130887411,chr1-5112
Il20,NM_001311091,chr1,-,130906984,130911296,chr1-5113
Il19,NM_001355135,chr1,-,130932655,130940115,chr1-5114
Il10,NM_010548,chr1,+,131019844,131024970,chr1-5117
Mapkapk2,NM_008551,chr1,-,131053700,131097843,chr1-5120
Dyrk3,NM_145508,chr1,-,131128440,131138234,chr1-5122
Eif2d,NM_010709,chr1,+,131153206,131172234,chr1-5123
Rassf5,NM_001313731,chr1,-,131176409,131245178,chr1-5126
Ikbke,NM_019777,chr1,-,131254601,131279563,chr1-5128
Fam72a,NM_175382,chr1,+,131527902,131539035,chr1-5138
Srgap2,NM_001081011,chr1,-,131285250,131527361,chr1-5138
Avpr1b,NM_011924,chr1,+,131599113,131612000,chr1-5140
Ctse,NM_007799,chr1,+,131638313,131675507,chr1-5142
Rab7b,NM_001311096,chr1,+,131688694,131715439,chr1-5144
Slc26a9,NM_177243,chr1,+,131744021,131770405,chr1-5146
Pm20d1,NM_178079,chr1,+,131797394,131818115,chr1-5148
Slc41a1,NM_173865,chr1,+,131828011,131848864,chr1-5150
Rab29,NM_144875,chr1,+,131867276,131872889,chr1-5151
Nucks1,NM_001145804,chr1,+,131910457,131936321,chr1-5153
Slc45a3,NM_001177628,chr1,+,131962914,131982972,chr1-5155
Elk4,NM_007923,chr1,+,132007604,132025684,chr1-5157
Mfsd4a,NM_172510,chr1,-,132026620,132068062,chr1-5159
Cdk18,NM_008795,chr1,-,132113546,132139685,chr1-5162
Mir135b,NR_029777,chr1,+,132198087,132198184,chr1-5164
Lemd1,NM_001311104,chr1,+,132191435,132257382,chr1-5164
Klhdc8a,NM_144810,chr1,+,132298625,132307357,chr1-5168
Nuak2,NM_028778,chr1,+,132316124,132333488,chr1-5169
Tmcc2,NM_178874,chr1,-,132356314,132391386,chr1-5172
Dstyk,NM_172516,chr1,+,132417452,132466959,chr1-5173
Rbbp5,NM_001357486,chr1,+,132477366,132505665,chr1-5176
Tmem81,NM_029025,chr1,+,132506229,132508639,chr1-5177
Cntn2,NM_177129,chr1,-,132509424,132542940,chr1-5178
Gm10538,NR_045892,chr1,+,132729352,132732826,chr1-5186
Nfasc,NM_001160317,chr1,-,132564689,132741797,chr1-5186
Lrrn2,NM_010732,chr1,+,132880354,132940005,chr1-5192
Pik3c2b,NM_001099276,chr1,+,133046011,133108688,chr1-5198
Mdm4,NM_001302802,chr1,-,132986104,133030587,chr1-5198
Ppp1r15b,NM_133819,chr1,+,133131165,133139800,chr1-5202
Plekha6,NM_001160268,chr1,+,133246096,133303435,chr1-5206
Gm19461,NR_037984,chr1,-,133249851,133269808,chr1-5207
Golt1a,NM_026680,chr1,+,133309822,133323026,chr1-5209
