gene,gene_ID,chrom,strand,gene_start,gene_end,name
Gpr55,NM_001033290,chr1,-,85939536,85961055,chr1-3315
Spata3,NM_027029,chr1,+,86021941,86024669,chr1-3317
2810459M11Rik,NM_001144993,chr1,+,86045862,86055456,chr1-3318
Psmd1,NM_027357,chr1,+,86064618,86139295,chr1-3319
Armc9,NM_001310702,chr1,+,86154779,86278284,chr1-3323
C130036L24Rik,NR_015507,chr1,+,86359583,86368507,chr1-3331
Ncl,NM_010880,chr1,-,86344718,86359455,chr1-3331
Nmur1,NM_001319227,chr1,-,86386241,86389361,chr1-3332
Ptma,NM_001360830,chr1,+,86526556,86530711,chr1-3338
Cops7b,NM_172974,chr1,+,86582920,86606828,chr1-3340
Pde6d,NM_008801,chr1,-,86543011,86582785,chr1-3340
Nppc,NM_010933,chr1,-,86666292,86670573,chr1-3343
Dis3l2,NM_001172157,chr1,+,86703803,87050097,chr1-3345
Alppl2,NM_007433,chr1,-,87086690,87089928,chr1-3360
Akp3,NM_007432,chr1,+,87124953,87128728,chr1-3361
Alpi,NM_001081082,chr1,-,87098001,87101606,chr1-3361
Ecel1,NM_021306,chr1,-,87147654,87156356,chr1-3363
Chrnd,NM_021600,chr1,+,87190596,87200070,chr1-3364
Prss56,NM_027084,chr1,+,87183313,87188405,chr1-3364
Eif4e2,NM_023314,chr1,+,87213913,87240488,chr1-3365
Chrng,NM_009604,chr1,+,87205810,87211835,chr1-3365
Efhd1,NR_151447,chr1,+,87264352,87310841,chr1-3367
Gigyf2,NM_001110212,chr1,+,87326997,87450810,chr1-3370
Snorc,NM_001356490,chr1,+,87470200,87475482,chr1-3375
Neu2,NM_001160164,chr1,+,87574026,87597840,chr1-3379
Ngef,NM_001111314,chr1,-,87476828,87573870,chr1-3379
Inpp5d,NM_010566,chr1,+,87620311,87720510,chr1-3381
Atg16l1,NM_001205391,chr1,+,87756010,87792428,chr1-3387
Sag,NM_009118,chr1,+,87803679,87845157,chr1-3389
Dgkd,NM_177646,chr1,+,87853286,87944489,chr1-3391
Usp40,NM_001033291,chr1,-,87945120,88008551,chr1-3397
Ugt1a10,NM_201641,chr1,+,88055410,88220002,chr1-3399
Mroh2a,NM_001281466,chr1,+,88227019,88262289,chr1-3406
Hjurp,NM_198652,chr1,-,88258855,88277579,chr1-3408
Trpm8,NM_134252,chr1,+,88306734,88388851,chr1-3409
Spp2,NM_029269,chr1,+,88407009,88426438,chr1-3413
Glrp1,NM_008132,chr1,-,88499870,88510066,chr1-3417
Gm19589,NR_037971,chr1,+,88551516,88562166,chr1-3419
1700067G17Rik,NR_040471,chr1,+,89016112,89022210,chr1-3437
Sh3bp4,NM_133816,chr1,+,89070414,89155087,chr1-3439
C030007H22Rik,NR_040482,chr1,-,89360343,89406133,chr1-3453
Agap1,NM_178119,chr1,+,89454810,89895282,chr1-3455
Gbx2,NM_010262,chr1,-,89927961,89931176,chr1-3474
Asb18,NM_139152,chr1,-,89952590,90014666,chr1-3477
Iqca,NM_001368722,chr1,-,90042131,90153436,chr1-3483
Ackr3,NM_001271607,chr1,+,90203979,90215722,chr1-3485
Cops8,NM_133805,chr1,+,90603424,90613341,chr1-3501
Col6a3,NM_001243009,chr1,-,90766859,90843971,chr1-3510
Mlph,NM_053015,chr1,+,90915099,90951142,chr1-3513
Rab17,NM_008998,chr1,-,90958132,90969620,chr1-3515
Lrrfip1,NM_001111312,chr1,+,90998726,91128944,chr1-3516
Rbm44,NM_001033408,chr1,+,91145102,91170795,chr1-3522
Ramp1,NM_016894,chr1,+,91179821,91225196,chr1-3524
Ube2f,NM_001355761,chr1,+,91250303,91286521,chr1-3527
Scly,NM_016717,chr1,+,91298337,91321080,chr1-3528
Espnl,NM_001033292,chr1,+,91322074,91348303,chr1-3529
Klhl30,NM_027551,chr1,+,91351072,91362404,chr1-3531
Erfe,NM_173395,chr1,+,91366429,91374217,chr1-3531
Ilkap,NM_023343,chr1,-,91375826,91398823,chr1-3532
1700020N18Rik,NR_026924,chr1,-,91404878,91406029,chr1-3533
Hes6,NM_001360900,chr1,-,91411482,91414038,chr1-3533
Per2,NM_011066,chr1,-,91415981,91459328,chr1-3535
Traf3ip1,NM_028718,chr1,+,91494667,91529307,chr1-3536
Asb1,NM_023046,chr1,+,91541079,91559590,chr1-3538
Twist2,NM_007855,chr1,+,91801460,91848034,chr1-3549
Hdac4,NM_207225,chr1,-,91928778,92180341,chr1-3564
Ndufa10,NM_024197,chr1,-,92439718,92473758,chr1-3575
Olfr1414,NM_147039,chr1,-,92511047,92518515,chr1-3577
Otos,NM_153114,chr1,-,92644217,92648841,chr1-3582
Cops9,NM_001163425,chr1,-,92637144,92641985,chr1-3582
Gpc1,NM_016696,chr1,+,92831644,92860211,chr1-3590
Rnpepl1,NM_181405,chr1,+,92910824,92920585,chr1-3593
5033417F24Rik,NR_138578,chr1,-,92908377,92910764,chr1-3593
Ankmy1,NM_001347091,chr1,-,92870128,92902906,chr1-3593
Capn10,NM_011796,chr1,+,92934407,92947948,chr1-3594
Gpr35,NM_001104529,chr1,+,92973118,92986391,chr1-3595
9430060I03Rik,NR_015525,chr1,-,92933542,92950590,chr1-3595
Aqp12,NM_177587,chr1,+,93006333,93012269,chr1-3597
Kif1a,NM_001368847,chr1,-,93015454,93101874,chr1-3601
Agxt,NM_001276710,chr1,+,93135239,93145421,chr1-3602
Crocc2,NM_001310428,chr1,+,93168422,93231066,chr1-3603
Sned1,NM_172463,chr1,+,93235896,93296448,chr1-3606
Mterf4,NM_001310756,chr1,-,93301204,93305879,chr1-3609
Ppp1r7,NM_023200,chr1,+,93343627,93367616,chr1-3610
Pask,NM_080850,chr1,-,93309436,93342788,chr1-3610
Ano7,NM_001271884,chr1,+,93373895,93404304,chr1-3611
Septin2,NM_001159719,chr1,+,93479060,93509732,chr1-3616
Hdlbp,NM_133808,chr1,-,93405939,93478917,chr1-3616
Farp2,NM_145519,chr1,+,93512103,93621976,chr1-3617
Stk25,NM_021537,chr1,-,93620750,93635727,chr1-3622
Bok,NM_016778,chr1,+,93685574,93695770,chr1-3624
Atg4b,NM_174874,chr1,+,93754904,93789602,chr1-3627
Thap4,NM_025920,chr1,-,93705390,93754838,chr1-3627
Ing5,NM_025454,chr1,+,93803964,93822100,chr1-3629
Dtymk,NM_001105667,chr1,-,93792575,93801934,chr1-3629
D2hgdh,NM_001310767,chr1,+,93825239,93852361,chr1-3630
Gal3st2b,NM_001205249,chr1,+,93918436,93941239,chr1-3633
Gal3st2c,NM_001039219,chr1,+,93990504,94011539,chr1-3636
Neu4,NM_173772,chr1,+,94020492,94028330,chr1-3637
Pdcd1,NM_008798,chr1,-,94038304,94052553,chr1-3639
4930440C22Rik,NR_040473,chr1,+,94797441,94802472,chr1-3668
Fam174a,NM_026321,chr1,+,95313627,95335284,chr1-3689
St8sia4,NM_009183,chr1,-,95587681,95667594,chr1-3703
4930598F16Rik,NR_040479,chr1,-,95701183,95716518,chr1-3705
1700063A18Rik,NR_040467,chr1,-,95990658,96021758,chr1-3717
4930533P14Rik,NR_040478,chr1,-,96612056,96662573,chr1-3743
Panct2,NR_131964,chr1,+,96871125,96881234,chr1-3751
Slco4c1,NM_172658,chr1,-,96818783,96872171,chr1-3751
Slco6b1,NR_120500,chr1,-,96906175,96997560,chr1-3756
Slco6c1,NM_028942,chr1,-,97059448,97128303,chr1-3762
D1Ertd622e,NM_001355071,chr1,-,97643901,97662018,chr1-3783
Gin1,NM_001310773,chr1,+,97770171,97793708,chr1-3787
Ppip5k2,NM_173760,chr1,-,97706042,97770092,chr1-3787
Pam,NM_001357127,chr1,-,97821093,98095646,chr1-3800
1810006J02Rik,NR_040439,chr1,+,98131466,98144655,chr1-3802
Slco6d1,NM_027584,chr1,+,98421123,98509380,chr1-3813
Cntnap5b,NM_172851,chr1,+,99772400,100490598,chr1-3867
Gm20268,NR_037989,chr1,+,101155767,101175202,chr1-3923
Cdh20,NM_011800,chr1,+,104768519,104995481,chr1-4067
Rnf152,NM_001160368,chr1,-,105276916,105356710,chr1-4091
Relch,NM_029349,chr1,+,105663860,105755131,chr1-4103
Pign,NM_013784,chr1,-,105518421,105663676,chr1-4103
Tnfrsf11a,NM_009399,chr1,+,105780722,105847981,chr1-4108
Zcchc2,NM_001122675,chr1,+,105990405,106034079,chr1-4116
Phlpp1,NM_133821,chr1,+,106171868,106394245,chr1-4123
Gm20753,NR_040630,chr1,-,106152624,106171524,chr1-4123
Bcl2,NM_009741,chr1,-,106538175,106714290,chr1-4145
Kdsr,NM_027534,chr1,-,106720409,106759742,chr1-4147
Vps4b,NM_009190,chr1,-,106770787,106796725,chr1-4148
Serpinb5,NM_009257,chr1,+,106861174,106883348,chr1-4151
Serpinb12,NM_001199213,chr1,+,106938956,106957081,chr1-4154
Serpinb13,NM_172852,chr1,+,106980983,107001195,chr1-4156
Serpinb3d,NM_201376,chr1,-,107078192,107083480,chr1-4160
Serpinb11,NM_025867,chr1,+,107362313,107380475,chr1-4171
Serpinb7,NM_027548,chr1,+,107422688,107452689,chr1-4173
Serpinb2,NM_011111,chr1,+,107511509,107525600,chr1-4177
Serpinb10,NM_001160307,chr1,+,107529002,107549271,chr1-4178
Serpinb8,NM_011459,chr1,+,107590005,107608978,chr1-4180
D830032E09Rik,NR_102307,chr1,+,107917258,107950947,chr1-4193
Cdh7,NM_001316743,chr1,+,109982899,110139903,chr1-4276
Cdh19,NM_001081386,chr1,-,110888325,110977593,chr1-4316
Cntnap5a,NM_001077425,chr1,+,115684736,116587322,chr1-4504
Nifk,NM_026472,chr1,+,118321842,118333831,chr1-4609
Tsn,NM_011650,chr1,-,118298513,118311346,chr1-4609
Clasp1,NM_001359339,chr1,+,118389057,118609462,chr1-4612
Tfcp2l1,NM_023755,chr1,+,118627944,118685168,chr1-4622
Gli2,NM_001081125,chr1,-,118834060,119053619,chr1-4639
Inhbb,NM_008381,chr1,-,119415462,119422248,chr1-4653
Ralb,NM_022327,chr1,-,119470304,119504782,chr1-4657
3830432H09Rik,NR_126486,chr1,-,119529479,119536165,chr1-4658
Epb41l5,NM_001113416,chr1,-,119594823,119649000,chr1-4662
Ptpn4,NM_019933,chr1,-,119658092,119837071,chr1-4670
Tmem177,NM_175106,chr1,-,119907900,119913183,chr1-4673
Cfap221,NM_001115074,chr1,-,119923339,119997232,chr1-4676
Sctr,NM_001012322,chr1,+,120006979,120063532,chr1-4677
Tmem37,NM_019432,chr1,-,120067376,120073780,chr1-4679
3110009E18Rik,NM_001172074,chr1,+,120121186,120188189,chr1-4681
Dbi,NM_007830,chr1,-,120113279,120121096,chr1-4681
Steap3,NM_001085409,chr1,-,120226415,120271082,chr1-4687
C1ql2,NM_207233,chr1,+,120340581,120343174,chr1-4690
Marco,NM_010766,chr1,-,120474537,120505024,chr1-4697
En1,NM_010133,chr1,+,120602486,120607991,chr1-4701
Celrr,NR_038008,chr1,+,121087404,121120975,chr1-4720
Insig2,NM_178082,chr1,-,121304352,121332589,chr1-4730
Ccdc93,NM_029955,chr1,+,121431066,121506460,chr1-4734
Htr5b,NM_010483,chr1,-,121509772,121528465,chr1-4738
Ddx18,NM_025860,chr1,-,121553834,121567980,chr1-4739
Dpp10,NM_199021,chr1,-,123332137,124045559,chr1-4838
Actr3,NM_023735,chr1,-,125392904,125435727,chr1-4894
Slc35f5,NM_028787,chr1,+,125561001,125595834,chr1-4899
Gpr39,NM_027677,chr1,+,125676995,125873861,chr1-4904
Lypd1,NM_001311089,chr1,-,125867621,125912928,chr1-4913
Nckap5,NM_001081756,chr1,-,125913635,126830632,chr1-4950
Mgat5,NM_145128,chr1,+,127204985,127482972,chr1-4965
Tmem163,NM_028135,chr1,-,127490341,127678021,chr1-4984
Acmsd,NM_001033041,chr1,+,127729412,127767564,chr1-4986
Ccnt2,NM_028399,chr1,+,127774163,127804837,chr1-4987
2900009J06Rik,NR_045298,chr1,-,127753616,127774054,chr1-4987
Map3k19,NM_011737,chr1,-,127815270,127840290,chr1-4990
Rab3gap1,NM_178690,chr1,+,127868772,127943876,chr1-4991
R3hdm1,NM_181750,chr1,+,128103305,128237735,chr1-5001
Zranb3,NM_001285945,chr1,-,127954178,128103047,chr1-5001
Ubxn4,NM_001356529,chr1,+,128244136,128279378,chr1-5006
Lct,NM_001081078,chr1,-,128284755,128328318,chr1-5010
Mcm6,NM_008567,chr1,-,128331574,128359705,chr1-5011
Dars,NM_145507,chr1,-,128412117,128417416,chr1-5013
Cxcr4,NM_001356509,chr1,-,128588198,128592299,chr1-5020
Thsd7b,NM_172485,chr1,+,129273303,130219278,chr1-5047
Cd55b,NM_001317361,chr1,-,130388527,130423043,chr1-5093
Cd55,NM_010016,chr1,-,130439025,130462744,chr1-5095
Zp3r,NM_009581,chr1,-,130576705,130629606,chr1-5102
C4bp,NM_007576,chr1,-,130635920,130661618,chr1-5103
AA986860,NM_177604,chr1,+,130731975,130744622,chr1-5106
Fcamr,NM_144960,chr1,+,130800901,130814740,chr1-5109
Pigr,NM_011082,chr1,+,130826683,130852249,chr1-5110
Fcmr,NM_026976,chr1,+,130865776,130880790,chr1-5111
Il24,NM_053095,chr1,-,130882073,130887411,chr1-5112
Il20,NM_001311091,chr1,-,130906984,130911296,chr1-5113
Il19,NM_001355135,chr1,-,130932655,130940115,chr1-5114
Il10,NM_010548,chr1,+,131019844,131024970,chr1-5117
Mapkapk2,NM_008551,chr1,-,131053700,131097843,chr1-5120
Dyrk3,NM_145508,chr1,-,131128440,131138234,chr1-5122
Eif2d,NM_010709,chr1,+,131153206,131172234,chr1-5123
Rassf5,NM_001313731,chr1,-,131176409,131245178,chr1-5126
Ikbke,NM_019777,chr1,-,131254601,131279563,chr1-5128
Fam72a,NM_175382,chr1,+,131527902,131539035,chr1-5138
Srgap2,NM_001081011,chr1,-,131285250,131527361,chr1-5138
Avpr1b,NM_011924,chr1,+,131599113,131612000,chr1-5140
Ctse,NM_007799,chr1,+,131638313,131675507,chr1-5142
Rab7b,NM_001311096,chr1,+,131688694,131715439,chr1-5144
Slc26a9,NM_177243,chr1,+,131744021,131770405,chr1-5146
Pm20d1,NM_178079,chr1,+,131797394,131818115,chr1-5148
Slc41a1,NM_173865,chr1,+,131828011,131848864,chr1-5150
Rab29,NM_144875,chr1,+,131867276,131872889,chr1-5151
Nucks1,NM_001145804,chr1,+,131910457,131936321,chr1-5153
Slc45a3,NM_001177628,chr1,+,131962914,131982972,chr1-5155
Elk4,NM_007923,chr1,+,132007604,132025684,chr1-5157
Mfsd4a,NM_172510,chr1,-,132026620,132068062,chr1-5159
Cdk18,NM_008795,chr1,-,132113546,132139685,chr1-5162
Lemd1,NM_001311104,chr1,+,132191435,132257382,chr1-5164
Klhdc8a,NM_144810,chr1,+,132298625,132307357,chr1-5168
Nuak2,NM_028778,chr1,+,132316124,132333488,chr1-5169
Tmcc2,NM_178874,chr1,-,132356314,132391386,chr1-5172
Dstyk,NM_172516,chr1,+,132417452,132466959,chr1-5173
Rbbp5,NM_001357486,chr1,+,132477366,132505665,chr1-5176
Cntn2,NM_177129,chr1,-,132509424,132542940,chr1-5178
Nfasc,NM_001160317,chr1,-,132564689,132741797,chr1-5186
Lrrn2,NM_010732,chr1,+,132880354,132940005,chr1-5192
Pik3c2b,NM_001099276,chr1,+,133046011,133108688,chr1-5198
Mdm4,NM_001302802,chr1,-,132986104,133030587,chr1-5198
Ppp1r15b,NM_133819,chr1,+,133131165,133139800,chr1-5202
Plekha6,NM_001160268,chr1,+,133246096,133303435,chr1-5206
Ren1,NM_031192,chr1,+,133350673,133360319,chr1-5211
Etnk2,NM_175443,chr1,+,133363571,133380319,chr1-5211
Sox13,NM_011439,chr1,-,133382299,133424212,chr1-5213
Snrpe,NM_009227,chr1,-,133603870,133610280,chr1-5221
Lax1,NM_001159649,chr1,-,133679028,133690108,chr1-5224
Atp2b4,NM_213616,chr1,-,133702673,133753747,chr1-5227
Optc,NM_001160420,chr1,-,133897193,133907999,chr1-5233
Prelp,NM_054077,chr1,-,133910303,133921401,chr1-5233
Fmod,NM_021355,chr1,+,134037253,134048280,chr1-5238
Btg2,NM_007570,chr1,-,134074864,134079155,chr1-5240
Chit1,NM_001284525,chr1,+,134111241,134151540,chr1-5241
Chil1,NM_007695,chr1,+,134182403,134190031,chr1-5244
Mybph,NM_016749,chr1,+,134193447,134201232,chr1-5244
Adora1,NM_001282945,chr1,-,134199214,134235457,chr1-5246
Myog,NM_031189,chr1,+,134290003,134292548,chr1-5248
Ppfia4,NM_001144855,chr1,-,134296782,134332928,chr1-5250
Tmem183a,NR_151737,chr1,-,134346095,134362006,chr1-5251
Mgat4f,NM_173771,chr1,+,134385939,134390983,chr1-5252
Cyb5r1,NM_028057,chr1,+,134405780,134411738,chr1-5253
Adipor1,NM_028320,chr1,+,134415377,134433350,chr1-5253
Klhl12,NM_001311136,chr1,+,134455530,134490873,chr1-5255
Rabif,NM_145510,chr1,+,134494638,134507889,chr1-5256
Mgat4e,NM_001145300,chr1,-,134540940,134549682,chr1-5258
Kdm5b,NM_152895,chr1,+,134560177,134632878,chr1-5259
Syt2,NM_009307,chr1,+,134646611,134753149,chr1-5262
Ube2t,NM_026024,chr1,+,134962564,134974179,chr1-5275
Ppp1r12b,NM_001368829,chr1,-,134754665,134955940,chr1-5275
Lgr6,NM_001033409,chr1,-,134986352,135105276,chr1-5281
Ptpn7,NM_177081,chr1,+,135132699,135145326,chr1-5282
Arl8a,NM_026823,chr1,+,135146833,135156268,chr1-5282
Ptprv,NM_007955,chr1,-,135108497,135132575,chr1-5282
Gpr37l1,NM_134438,chr1,-,135160249,135167681,chr1-5283
Elf3,NM_001163131,chr1,-,135253573,135258472,chr1-5287
Rnpep,NM_145417,chr1,-,135262698,135284084,chr1-5288
Lmod1,NM_053106,chr1,+,135324812,135368065,chr1-5289
Timm17a,NM_011590,chr1,-,135301534,135313737,chr1-5289
Shisa4,NM_175259,chr1,-,135371455,135375063,chr1-5292
Ipo9,NM_001357577,chr1,-,135382311,135430499,chr1-5294
Nav1,NM_173437,chr1,-,135434579,135585355,chr1-5300
Csrp1,NM_001360782,chr1,+,135720062,135752229,chr1-5305
Phlda3,NM_013750,chr1,+,135766084,135769134,chr1-5307
Tnni1,NM_021467,chr1,+,135799420,135810989,chr1-5308
Lad1,NM_133664,chr1,+,135818597,135833341,chr1-5309
Tnnt2,NM_001130174,chr1,+,135836333,135852268,chr1-5310
Pkp1,NM_019645,chr1,-,135871393,135919207,chr1-5313
Tmem9,NM_001160145,chr1,+,136008218,136035030,chr1-5317
Igfn1,NM_177642,chr1,-,135953577,136006342,chr1-5317
Cacna1s,NM_001081023,chr1,+,136052810,136119822,chr1-5319
Kif21b,NM_001039472,chr1,+,136131389,136178001,chr1-5322
Gm15850,NR_046168,chr1,-,136127718,136131183,chr1-5322
Mroh3,NM_001329610,chr1,-,136181785,136212828,chr1-5325
Inava,NM_028872,chr1,-,136213521,136234280,chr1-5326
Camsap2,NM_001347110,chr1,-,136268122,136346104,chr1-5330
Ddx59,NM_026500,chr1,+,136415270,136440220,chr1-5333
Kif14,NM_001287179,chr1,+,136467847,136530819,chr1-5335
Gm19705,NR_045324,chr1,+,136683395,136690805,chr1-5344
Platr22,NR_037986,chr1,+,136696210,136725728,chr1-5344
Nr5a2,NM_030676,chr1,-,136843583,136960448,chr1-5355
Ptprc,NM_011210,chr1,-,138062858,138175305,chr1-5404
Atp6v1g3,NM_177397,chr1,+,138273737,138289462,chr1-5407
Nek7,NM_021605,chr1,-,138483836,138619757,chr1-5421
Gm5833,NR_040304,chr1,-,138640094,138682075,chr1-5424
Lhx9,NM_010714,chr1,-,138825185,138847579,chr1-5430
2310009B15Rik,NM_001081226,chr1,-,138851978,138856854,chr1-5431
Dennd1b,NM_181347,chr1,+,138967720,139176042,chr1-5435
4933436E23Rik,NR_040455,chr1,+,139379451,139402852,chr1-5452
Crb1,NM_133239,chr1,-,139198253,139377076,chr1-5452
Zbtb41,NM_172643,chr1,+,139422382,139453007,chr1-5453
Aspm,NM_009791,chr1,+,139454772,139494088,chr1-5455
F13b,NM_031164,chr1,+,139501706,139523756,chr1-5457
Cfhr1,NM_015780,chr1,-,139547063,139560222,chr1-5459
Gm4788,NM_001160303,chr1,-,139697918,139781239,chr1-5468
Cfhr2,NM_001025575,chr1,-,139810291,139858699,chr1-5471
Cfh,NM_009888,chr1,-,140085854,140183411,chr1-5484
Kcnt2,NM_001081027,chr1,+,140245717,140614045,chr1-5486
4930590L20Rik,NR_040604,chr1,-,140570175,140656402,chr1-5503
Cdc73,NM_145991,chr1,-,143603275,143702893,chr1-5623
Glrx2,NM_023505,chr1,+,143739614,143749678,chr1-5624
Uchl5,NM_001159866,chr1,+,143777277,143807466,chr1-5626
Rgs2,NM_009061,chr1,-,143999337,144004149,chr1-5635
Rgs13,NM_153171,chr1,-,144138666,144177372,chr1-5642
Rgs21,NR_110891,chr1,-,144519689,144567667,chr1-5657
Rgs18,NM_022881,chr1,-,144752682,144775427,chr1-5666
Brinp3,NM_001145807,chr1,+,146497686,146902472,chr1-5734
Pla2g4a,NM_008869,chr1,-,149829618,149961290,chr1-5873
Ptgs2os,NR_015466,chr1,-,150074872,150099874,chr1-5878
Ptgs2,NM_011198,chr1,+,150100030,150108234,chr1-5879
Ptgs2os2,NR_110420,chr1,-,150159042,150164948,chr1-5881
Pdc,NM_001159730,chr1,+,150319416,150333906,chr1-5887
2310030A07Rik,NR_040603,chr1,-,150320680,150346771,chr1-5888
Tpr,NM_133780,chr1,+,150392837,150449935,chr1-5890
Odr4,NM_001357579,chr1,-,150361304,150393080,chr1-5890
Prg4,NM_001110146,chr1,-,150449411,150466165,chr1-5893
Hmcn1,NM_001024720,chr1,-,150562501,150993435,chr1-5914
C730036E19Rik,NR_038011,chr1,+,151138033,151144095,chr1-5920
Ivns1abp,NM_054102,chr1,+,151344497,151364445,chr1-5928
Trmt1l,NM_026876,chr1,+,151428541,151458183,chr1-5932
Swt1,NM_025819,chr1,-,151367698,151428435,chr1-5932
Rnf2,NM_001360845,chr1,-,151469397,151500991,chr1-5935
Fam129a,NM_022018,chr1,+,151571372,151719347,chr1-5937
Edem3,NM_001311165,chr1,+,151755373,151822328,chr1-5945
1700025G04Rik,NM_197990,chr1,-,151884523,152090320,chr1-5958
Colgalt2,NM_177756,chr1,+,152399866,152510695,chr1-5970
Tsen15,NM_025677,chr1,-,152370735,152386682,chr1-5970
Arpc5,NM_026369,chr1,+,152766541,152775580,chr1-5985
Rgl1,NM_001346117,chr1,-,152516762,152766305,chr1-5985
Ncf2,NM_010877,chr1,+,152800152,152836990,chr1-5987
Smg7,NM_001160256,chr1,-,152836994,152902646,chr1-5991
Nmnat2,NM_175460,chr1,+,152955100,153119261,chr1-5993
Lamc2,NM_008485,chr1,-,153122755,153186447,chr1-6002
Lamc1,NM_010683,chr1,-,153218921,153332786,chr1-6008
E330020D12Rik,NR_033736,chr1,-,153404185,153414233,chr1-6011
Shcbp1l,NM_001033162,chr1,+,153425208,153452574,chr1-6012
Dhx9,NM_007842,chr1,-,153455757,153487660,chr1-6014
Npl,NM_028749,chr1,-,153503015,153549714,chr1-6016
Rgs8,NM_001347115,chr1,+,153665672,153697665,chr1-6021
Rgs16,NM_011267,chr1,+,153740352,153745468,chr1-6024
Rnasel,NM_011882,chr1,+,153749425,153764221,chr1-6024
C230024C17Rik,NR_046171,chr1,-,153721239,153737829,chr1-6024
Rgsl1,NM_001243223,chr1,-,153779386,153844141,chr1-6028
Glul,NM_008131,chr1,+,153899928,153909723,chr1-6030
Zfp648,NM_001204908,chr1,+,154201186,154206838,chr1-6043
4930532M18Rik,NR_108050,chr1,+,154255688,154270416,chr1-6045
4930452N14Rik,NR_040629,chr1,-,154241520,154256906,chr1-6045
Cacna1e,NM_009782,chr1,-,154392518,154725920,chr1-6064
Mr1,NM_008209,chr1,-,155127873,155146814,chr1-6080
Stx6,NM_021433,chr1,+,155158702,155203517,chr1-6081
BC034090,NM_001370865,chr1,-,155212470,155244532,chr1-6084
Xpr1,NM_011273,chr1,-,155275656,155417444,chr1-6091
Gm5532,NR_132128,chr1,-,155520172,155527111,chr1-6096
Acbd6,NM_026683,chr1,+,155558119,155572287,chr1-6097
Lhx4,NM_010712,chr1,-,155701693,155742027,chr1-6104
Qsox1,NM_023268,chr1,-,155778154,155812899,chr1-6107
Cep350,NM_001039184,chr1,-,155844963,155973255,chr1-6113
Tor1aip2,NM_001160180,chr1,+,156035726,156053736,chr1-6116
Tor1aip1,NM_001160018,chr1,-,156004598,156036480,chr1-6116
Fam163a,NM_177838,chr1,-,156075955,156205026,chr1-6122
Nphs2,NM_130456,chr1,+,156310718,156328035,chr1-6126
Tdrd5,NM_001277730,chr1,-,156255295,156303606,chr1-6126
Axdnd1,NM_001346967,chr1,-,156330414,156420915,chr1-6130
Soat1,NM_009230,chr1,-,156428107,156474328,chr1-6132
Abl2,NM_001136104,chr1,+,156558786,156649619,chr1-6136
Tor3a,NM_023141,chr1,-,156653616,156674339,chr1-6140
Fam20b,NM_145413,chr1,-,156678570,156718910,chr1-6142
Ralgps2,NM_001159967,chr1,-,156804165,156939626,chr1-6151
Tex35,NM_001305062,chr1,-,157099146,157108680,chr1-6158
2810025M15Rik,NR_027984,chr1,+,157412351,157420236,chr1-6170
Rasal2,NM_177644,chr1,-,157135182,157412595,chr1-6170
Cryzl2,NM_001356419,chr1,+,157458567,157489062,chr1-6172
Sec16b,NR_027641,chr1,+,157506795,157568424,chr1-6174
Astn1,NM_001205204,chr1,+,158362303,158691786,chr1-6208
Brinp2,NM_207583,chr1,-,158245268,158356260,chr1-6208
Pappa2,NM_001085376,chr1,-,158711734,158958175,chr1-6232
Cop1,NM_001360878,chr1,+,159232199,159354872,chr1-6243
Tnr,NM_022312,chr1,+,159523768,159924922,chr1-6254
4930523C07Rik,NR_028111,chr1,+,160044379,160072782,chr1-6275
Tnn,NM_177839,chr1,-,160085031,160153575,chr1-6280
Mrps14,NM_001347121,chr1,+,160195331,160201186,chr1-6281
Cacybp,NM_009786,chr1,-,160202366,160212892,chr1-6282
Rabgap1l,NM_013862,chr1,-,160256571,160792938,chr1-6305
Rc3h1,NM_001024952,chr1,+,160906410,160974976,chr1-6310
Serpinc1,NM_080844,chr1,+,160978605,161003014,chr1-6313
Gas5,NR_153815,chr1,+,161034915,161038539,chr1-6315
Zbtb37,NM_001356489,chr1,-,161017755,161034849,chr1-6315
Cenpl,NR_131028,chr1,+,161070766,161086724,chr1-6316
Dars2,NM_172644,chr1,-,161040600,161070660,chr1-6316
Ankrd45,NM_028664,chr1,+,161142711,161170507,chr1-6319
Klhl20,NM_001039482,chr1,-,161088377,161131479,chr1-6319
Prdx6,NM_007453,chr1,-,161240111,161251210,chr1-6324
Tnfsf4,NM_009452,chr1,+,161395437,161418206,chr1-6329
Tnfsf18,NM_183391,chr1,+,161494656,161505290,chr1-6333
Fasl,NM_010177,chr1,-,161780691,161788495,chr1-6345
Suco,NR_151684,chr1,-,161816111,161876682,chr1-6349
4930558K02Rik,NM_001204904,chr1,-,161942088,161979636,chr1-6353
Dnm3,NM_001038619,chr1,-,161987301,162478034,chr1-6373
