,paint,chrom,prefix,gene,Atp,BC,Ccdc,Cd,Cyp,Eif,Fam,Gm,Gpr,Il,Krt,Krtap,Lrrc,Mir,Olfr,Ppp,Rab,Rnf,Rpl,Slc,Snord,Tmem,Trim,Usp,Vmn,Wdr,Zfp,Rhox,Skint,Dnah
81,86,chr1,"Avpr,Cdk,Ctse,Dyrk,Eif,Elk,Fam,Fcamr,Fcmr,Gm,Ikbke,Il,Lemd,Mapkapk,Mfsd,Mir,Nucks,Pigr,Pm,Rab,Rassf,Slc,Srgap","Avpr1b,Cdk18,Ctse,Dyrk3,Eif2d,Elk4,Fam72a,Fcamr,Fcmr,Gm28856,Ikbke,Il10,Il19,Il20,Il24,Lemd1,Mapkapk2,Mfsd4a,Mir135b,Nucks1,Pigr,Pm20d1,Rab29,Rab7b,Rassf5,Slc26a9,Slc41a1,Slc45a3,Srgap2",0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82,87,chr1,"Atp,Cntn,Dstyk,Etnk,Gm,Golt,Kiss,Klhdc,Lax,Lemd,Lrrn,Mdm,Mir,Nfasc,Nuak,Pik,Plekha,Ppp,Rbbp,Ren,Snrpe,Sox,Tmcc,Tmem,Zbed,Zc","Atp2b4,Cntn2,Dstyk,Etnk2,Gm10538,Gm19461,Golt1a,Kiss1,Klhdc8a,Lax1,Lemd1,Lrrn2,Mdm4,Mir6903,Nfasc,Nuak2,Pik3c2b,Plekha6,Ppp1r15b,Rbbp5,Ren1,Ren2,Snrpe,Sox13,Tmcc2,Tmem81,Zbed6,Zc3h11a",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,88,chr1,"Adipor,Adora,Arl,Atp,Btg,Chil,Chit,Cyb,Fmod,Gpr,Kdm,Klhl,Lgr,Mgat,Mir,Mybph,Myog,Myoparr,Optc,Ppfia,Ppp,Prelp,Ptpn,Ptprv,Rabif,Syt,Tmem,Ube","Adipor1,Adora1,Arl8a,Atp2b4,Btg2,Chil1,Chit1,Cyb5r1,Fmod,Gpr37l1,Kdm5b,Klhl12,Lgr6,Mgat4e,Mgat4f,Mir5104b,Mybph,Myog,Myoparr,Optc,Ppfia4,Ppp1r12b,Prelp,Ptpn7,Ptprv,Rabif,Syt2,Tmem183a,Ube2t",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,89,chr1,",Ascl,Cacna,Camsap,Csrp,Ddx,Elf,Gm,Gpr,Igfn,Inava,Ipo,Kif,Lad,Lmod,Mir,Mroh,Nav,Phlda,Pkp,Platr,Rnpep,Shisa,Timm,Tmem,Tnni,Tnnt,Zfp","9230116N13Rik,Ascl5,Cacna1s,Camsap2,Csrp1,Ddx59,Elf3,Gm15850,Gm19705,Gm4793,Gpr25,Igfn1,Inava,Ipo9,Kif14,Kif21b,Lad1,Lmod1,Mir1231,Mroh3,Nav1,Phlda3,Pkp1,Platr22,Rnpep,Shisa4,Timm17a,Tmem9,Tnni1,Tnnt2,Zfp281",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
85,90,chr1,"Mir,Nr,Ptprc","Mir181a-1,Mir181b-1,Nr5a2,Ptprc",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,91,chr1,",Aspm,Atp,Cfhr,Crb,Dennd,F,Gm,Lhx,Nek,Zbtb","1700019P21Rik,2310009B15Rik,4930596I21Rik,4933436E23Rik,Aspm,Atp6v1g3,Cfhr1,Cfhr3,Crb1,Dennd1b,F13b,Gm34816,Gm4788,Gm5833,Lhx9,Nek7,Zbtb41",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,92,chr1,",Cfh,Cfhr,Gm,Kcnt","4930590L20Rik,Cfh,Cfhr2,Gm4788,Kcnt2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,94,chr1,"B,Cdc,Glrx,Rgs,Ro,Uchl","B3galt2,Cdc73,Glrx2,Rgs1,Rgs13,Rgs2,Ro60,Uchl5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,95,chr1,Rgs,"Rgs18,Rgs21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,96,chr1,Brinp,Brinp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,98,chr1,"Pla,Ptgs","Pla2g4a,Ptgs2,Ptgs2os,Ptgs2os2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,99,chr1,",C,Edem,Fam,Hmcn,Ivns,Mir,Odr,Pdc,Prg,Rnf,Swt,Tpr,Trmt","2310030A07Rik,2810414N06Rik,3110040M04Rik,C730036E19Rik,Edem3,Fam129a,Hmcn1,Ivns1abp,Mir7682,Odr4,Pdc,Prg4,Rnf2,Swt1,Tpr,Trmt1l",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,100,chr1,",Apobec,Arpc,Colgalt,Edem,Lamc,Ncf,Nmnat,Rgl,Smg,Tsen","1700025G04Rik,Apobec4,Arpc5,Colgalt2,Edem3,Lamc1,Lamc2,Ncf2,Nmnat2,Rgl1,Smg7,Tsen15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,101,chr1,",C,Cacna,Dhx,E,Glul,Lamc,Mir,Npl,Rgs,Rgsl,Rnasel,Shcbp,Teddm,Zfp","4930452N14Rik,4930532M18Rik,C230024C17Rik,Cacna1e,Dhx9,E330020D12Rik,Glul,Lamc1,Mir8114,Npl,Rgs16,Rgs8,Rgsl1,Rnasel,Shcbp1l,Teddm1a,Teddm1b,Teddm2,Zfp648",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,102,chr1,"Acbd,BC,Cep,Fam,Gm,Ier,Lhx,Mr,Nphs,Qsox,Stx,Tdrd,Tor,Xpr","Acbd6,BC034090,Cep350,Fam163a,Gm5532,Gm9530,Ier5,Lhx4,Mr1,Nphs2,Qsox1,Stx6,Tdrd5,Tor1aip1,Tor1aip2,Xpr1",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,103,chr1,",Abl,Angptl,Axdnd,Cryzl,Fam,Gm,Nphs,Ralgps,Rasal,Sec,Soat,Tex,Tor","2810025M15Rik,Abl2,Angptl1,Axdnd1,Cryzl2,Fam20b,Gm15486,Nphs2,Ralgps2,Rasal2,Sec16b,Soat1,Tex35,Tor3a",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,104,chr1,",Astn,Brinp,Cop,Mir,Pappa,Pou","1600012P17Rik,Astn1,Brinp2,Cop1,Mir488,Pappa2,Pou5f1-rs1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,105,chr1,",Cacybp,Cop,Gpr,Mir,Mrps,Rabgap,Scarna,Tnn,Tnr","4930523C07Rik,4930562F07Rik,Cacybp,Cop1,Gpr52,Mir1843b,Mir1927,Mrps14,Rabgap1l,Scarna3a,Tnn,Tnr",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,106,chr1,",Ankrd,Cenpl,Dars,Dnm,Fasl,Gas,Klhl,Mir,Pigc,Prdx,Rc,Serpinc,Snord,Suco,Tex,Tnfsf,Zbtb","2810442N19Rik,4930558K02Rik,Ankrd45,Cenpl,Dars2,Dnm3,Dnm3os,Fasl,Gas5,Klhl20,Mir199a-2,Mir214,Pigc,Prdx6,Rc3h1,Serpinc1,Snord47,Suco,Tex50,Tnfsf18,Tnfsf4,Zbtb37",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,107,chr1,"Dnm,Eef,Fmo,Gorab,Kifap,Mettl,Mroh,Myoc,Myocos,Prrc,Prrx,Vamp","Dnm3,Eef1aknmt,Fmo1,Fmo2,Fmo3,Fmo4,Fmo6,Gorab,Kifap3,Mettl11b,Mroh9,Myoc,Myocos,Prrc2c,Prrx1,Vamp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,108,chr1,",Atp,BC,Blzf,Ccdc,Dpt,F,Gm,Gpr,Kifap,Mettl,Mir,Nme,Scyl,Sele,Sell,Selp,Sft,Slc,Tbx,Tiprl,Xcl","4930568G15Rik,Atp1b1,BC055324,Blzf1,Ccdc181,Dpt,F5,Gm16548,Gm20743,Gm26685,Gpr161,Kifap3,Mettl18,Mir12178,Nme7,Scyl3,Sele,Sell,Selp,Sft2d2,Slc19a2,Tbx19,Tiprl,Xcl1",1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,109,chr1,"Adcy,Cd,Creg,Dcaf,Dusp,Fmo,Gm,Gpa,Gpr,Ildr,Mael,Mpc,Mpzl,Pogk,Pou,Rcsd,Tada","Adcy10,Cd247,Creg1,Dcaf6,Dusp27,Fmo9,Gm33354,Gm4846,Gm4847,Gpa33,Gpr161,Ildr2,Mael,Mpc2,Mpzl1,Pogk,Pou2f1,Rcsd1,Tada1",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,110,chr1,"Aldh,Fam,Gm,Lmx,Lrrc,Mgst,Mir,Pbx,Rxrg,Tmco,Uck","Aldh9a1,Fam78b,Gm16701,Lmx1a,Lrrc52,Mgst3,Mir6347,Pbx1,Rxrg,Tmco1,Uck2",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,111,chr1,"Mir,Nuf,Pbx,Rgs","Mir6348,Mir6354,Nuf2,Pbx1,Rgs4,Rgs5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,112,chr1,",Adamts,Apoa,Atf,B,Ccdc,Cfap,Ddr,Dusp,Fcer,Fcgr,Fcrla,Fcrlb,Gm,Hsd,Mir,Mpz,Ndufs,Nos,Nr,Olfml,Pcp,Ppox,Sdhc,Sh,Spata,Tomm,Uap,Ufc,Uhmk,Usp","3110045C21Rik,Adamts4,Apoa2,Atf6,B4galt3,Ccdc190,Cfap126,Ddr2,Dusp12,Fcer1g,Fcgr2b,Fcgr3,Fcgr4,Fcrla,Fcrlb,Gm29733,Gm6345,Gm7694,Hsd17b7,Mir6546,Mpz,Ndufs2,Nos1ap,Nr1i3,Olfml2b,Pcp4l1,Ppox,Sdhc,Sh2d1b1,Sh2d1b2,Spata46,Tomm40l,Uap1,Ufc1,Uhmk1,Usp21",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,113,chr1,",Alyref,Arhgap,Atp,Casq,Cd,Cfap,Copa,Crp,Dcaf,Dedd,Dusp,F,Fcrl,Gm,Igsf,Itln,Kcnj,Klhdc,LOC,Ly,Mir,Ncstn,Nectin,Nhlh,Nit,Pea,Pex,Pfdn,Pigm,Slamf,Tagln,Tstd,Usf,Vangl,Vsig","4933439K11Rik,Alyref2,Arhgap30,Atp1a2,Atp1a4,Casq1,Cd244a,Cd48,Cd84,Cfap45,Copa,Crp,Dcaf8,Dedd,Dusp23,F11r,Fcrl6,Gm26641,Gm37065,Igsf8,Igsf9,Itln1,Kcnj10,Kcnj9,Klhdc9,LOC115487184,Ly9,Mir7683,Ncstn,Nectin4,Nhlh1,Nit1,Pea15a,Pex19,Pfdn2,Pigm,Slamf1,Slamf6,Slamf7,Slamf8,Slamf9,Tagln2,Tstd1,Usf1,Vangl2,Vsig8",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,114,chr1,"Ackr,Aim,Apcs,Cadm,Fcer,Ifi,Mndal,Mptx,Olfr,Spta","Ackr1,Aim2,Apcs,Cadm3,Fcer1a,Ifi202b,Ifi203,Ifi204,Ifi205,Ifi206,Ifi207,Ifi208,Ifi209,Ifi211,Ifi213,Ifi214,Mndal,Mptx2,Olfr1404,Olfr1406,Olfr1408,Olfr16,Olfr218,Olfr231,Olfr418,Olfr419,Olfr420,Olfr421-ps1,Olfr424,Olfr426,Olfr427,Olfr429,Olfr430,Olfr432,Olfr433,Spta1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,115,chr1,"Chml,Fh,Fmn,Grem,Kmo,Mptx,Olfr,Opn,Rgs,Wdr","Chml,Fh1,Fmn2,Grem2,Kmo,Mptx1,Olfr220,Olfr248,Olfr414,Olfr417,Opn3,Rgs7,Wdr64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,116,chr1,"Akt,Becn,Cep,Exo,Gm,Hmga,Mir,Pld,Sdccag","Akt3,Becn2,Cep170,Exo1,Gm36536,Hmga2-ps1,Mir350,Pld5,Sdccag8",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,117,chr1,",Adss,Catspere,Cox,Desi,Efcab,Hnrnpu,Kif,Mir,Zbtb","1700016C15Rik,2310043L19Rik,Adss,Catspere1,Catspere2,Cox20,Desi2,Efcab2,Hnrnpu,Kif26b,Mir12179,Zbtb18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,118,chr1,"Ahctf,Cdc,Cnst,Coq,Kif,Psen,Sccpdh,Smyd,Tfb","Ahctf1,Cdc42bpa,Cnst,Coq8a,Kif26b,Kif28,Psen2,Sccpdh,Smyd3,Tfb2m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,119,chr1,",Acbd,Ccdc,Cnih,Ephx,Gm,H,Itpkb,Lbr,Lefty,Lin,Mir,Mixl,Nvl,Parp,Pycr,Sde,Stum,Tmem,Wdr","9130409I23Rik,Acbd3,Ccdc121,Cnih3,Cnih4,Ephx1,Gm5069,H3f3a,Itpkb,Lbr,Lefty1,Lefty2,Lin9,Mir6904,Mixl1,Nvl,Parp1,Pycr2,Sde2,Stum,Tmem63a,Wdr26",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
113,120,chr1,",Aida,Brox,Capn,Ccdc,Degs,Disp,Enah,Fbxo,LOC,Lbr,Mia,Srp,Susd,Tlr,Trp,Vmn","1700047M11Rik,Aida,Brox,Capn2,Capn8,Ccdc185,Degs1,Disp1,Enah,Fbxo28,LOC105244034,Lbr,Mia3,Srp9,Susd4,Tlr5,Trp53bp2,Vmn1r1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,121,chr1,",C,Dusp,Gm,Hhipl,Hlx,Marc,Mia,Mir,Taf","1700056E22Rik,1700112H15Rik,4930488B22Rik,C130074G19Rik,Dusp10,Gm34068,Hhipl2,Hlx,Marc1,Marc2,Mia3,Mir1981,Taf1a",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,122,chr1,",Bpnt,C,Eprs,Gm,Iars,Lyplal,Mark,Mir,Rab,Slc,Snora","5033404E19Rik,9630028B13Rik,Bpnt1,C130074G19Rik,Eprs,Gm2061,Iars2,Lyplal1,Mark1,Mir194-1,Mir215,Mir297c,Mir664,Rab3gap2,Slc30a10,Snora36b",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
116,123,chr1,",A,D,Esrrg,Gm,Gpatch,Rrp,Spata,Tgfb","1700007P06Rik,A730004F24Rik,D1Pas1,Esrrg,Gm15509,Gpatch2,Rrp15,Spata17,Tgfb2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,124,chr1,",Esrrg,Kcnk,Kctd,Ush","9330162B11Rik,Esrrg,Kcnk2,Kctd3,Ush2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,125,chr1,"Cenpf,Gm,Kcnk,LOC,Prox,Ptpn,Rps,Smyd","Cenpf,Gm29678,Kcnk2,LOC102632463,Prox1,Ptpn14,Rps6kc1,Smyd2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,126,chr1,",A,Angel,Atf,Batf,D,Dtl,Fam,Flvcr,Gm,Ints,Kcnh,Lpgat,Mir,Nek,Nenf,Nsl,Pacc,Ppp,Rcor,Rd,Rps,Slc,Spata,Tatdn,Traf,Vash","1700034H15Rik,A230020J21Rik,Angel2,Atf3,Batf3,D730003I15Rik,Dtl,Fam71a,Flvcr1,Gm10516,Gm32200,Ints7,Kcnh1,Lpgat1,Mir3473c,Nek2,Nenf,Nsl1,Pacc1,Ppp2r5a,Rcor3,Rd3,Rps6kc1,Slc30a1,Spata45,Tatdn3,Traf5,Vash2",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,127,chr1,",A,Camk,G,Gm,Hhat,Hsd,Irf,Kcnh,Lamb,Mir,Sertad,Syt,Traf,Utp","1700065J18Rik,A130010J15Rik,A730013G03Rik,Camk1g,G0s2,Gm15867,Hhat,Hsd11b1,Irf6,Kcnh1,Lamb3,Mir205,Sertad4,Syt14,Traf3ip3,Utp25",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,128,chr1,",A,Cd,Cr,Gm,Mir,Plxna","4930503O07Rik,A330023F24Rik,Cd34,Cd46,Cr1l,Cr2,Gm16897,Mir29b-2,Mir29c,Mir3962,Plxna2",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,129,chr2,",Acbd,Cdnf,Dclre,Fam,Frmd,Hspa,Meig,Nmt,Olah,Rpp,Suv","1700080N15Rik,Acbd7,Cdnf,Dclre1c,Fam107b,Fam171a1,Frmd4a,Hspa14,Meig1,Nmt2,Olah,Rpp38,Suv39h2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,130,chr2,"Bend,Camk,Ccdc,Cdc,Dhtkd,Frmd,Gm,Mcm,Mir,Nudt,Optn,Phyh,Prpf,Sec,Sephs,Ucma,Upf","Bend7,Camk1d,Ccdc3,Cdc123,Dhtkd1,Frmd4a,Gm13199,Mcm10,Mir466d,Nudt5,Optn,Phyh,Prpf18,Sec61a2,Sephs1,Ucma,Upf2",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,131,chr2,",A,Celf,Echdc,Gm,Proser,Upf,Usp","5031426D15Rik,A230108P19Rik,Celf2,Echdc3,Gm10857,Proser2,Upf2,Usp6nl",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,133,chr2,",Atp,Gata,Gm,Itih,Kin,Mir,Sfmbt,Taf","1700061F12Rik,4930412O13Rik,9230102O04Rik,Atp5c1,Gata3,Gm13262,Itih2,Itih5,Kin,Mir297a-2,Mir297a-3,Mir297a-4,Mir297b,Mir466,Mir466b-1,Mir466b-3,Mir466b-4,Mir466b-5,Mir466b-6,Mir466b-7,Mir466g,Mir466l,Mir466m,Mir466n,Mir467c,Mir467d,Mir669a-3,Mir669b,Mir669d,Mir669d-2,Mir669e,Mir669f,Mir669h,Mir669i,Mir669l,Mir669m-1,Mir669m-2,Mir669o,Sfmbt2,Taf3",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,134,chr2,",Ankrd,Fbh,Gm,Il,Pfkfb,Prkcq,Rbm,Sfmbt","8030442B05Rik,Ankrd16,Fbh1,Gm13293,Il15ra,Il2ra,Pfkfb3,Prkcq,Rbm17,Sfmbt2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,135,chr2,"C,Cubn,E,Itga,Mindy,Pter,Rsu,Trdmt,Vim","C1ql3,Cubn,E030013I19Rik,Itga8,Mindy3,Pter,Rsu1,Trdmt1,Vim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,136,chr2,"Arl,Cacnb,Gm,Hacd,Mir,Mrc,Nsun,Slc,St,Stam,Stamos,Tmem,Vim","Arl5b,Cacnb2,Gm13315,Hacd1,Mir511,Mrc1,Nsun6,Slc39a12,St8sia6,Stam,Stamos,Tmem236,Vim",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
129,137,chr2,"Arl,Malrd,Plxdc","Arl5b,Malrd1,Plxdc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,138,chr2,",A,Gm,H,Mir,Mllt,Nebl,Plxdc,Skida","4930515L03Rik,A930004D18Rik,Gm17762,H2al2a,Mir6419,Mir7655,Mllt10,Nebl,Plxdc2,Skida1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,139,chr2,",Armc,Bmi,Carlr,Commd,Dnajc,Gm,Mllt,Msrb,Pip,Ptf,Spag","4921504E06Rik,4930426L09Rik,4930447M23Rik,Armc3,Bmi1,Carlr,Commd3,Dnajc1,Gm3363,Mllt10,Msrb2,Pip4k2a,Ptf1a,Ptf1aos,Spag6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,140,chr2,"Arhgap,Etl,Gm,Otud","Arhgap21,Etl4,Gm13375,Gm3230,Otud1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,141,chr2,"Enkur,Gad,Gpr,Mir,Myo,Thnsl","Enkur,Gad2,Gpr158,Mir3967,Myo3a,Thnsl1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,142,chr2,"Abi,Acbd,Apbb,Fem,Gad,Hnmt,Il,Mastl,Nxph,Pdss,Spopl,Tbpl,Yme","Abi1,Acbd5,Apbb1ip,Fem1al,Gad2,Hnmt,Il1f8,Mastl,Nxph2,Pdss1,Spopl,Tbpl2,Yme1l1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,143,chr2,"AA,Abca,Ajm,Anapc,Arrdc,C,Cacna,Ccdc,Clic,Cysrt,Dph,Dpp,Edf,Ehmt,Entpd,Fam,Fbxw,Fcna,Fut,Grin,Il,Lcn,Lrrc,Mamdc,Man,Mir,Mrpl,Ndor,Nelfb,Noxa,Npdc,Nrarp,Nsmf,Pax,Paxx,Phpt,Pnpla,Psd,Ptgds,Rabl,Rnf,Sapcd,Slc,Ssna,Stpg,Tmem,Tor,Tprn,Traf,Tubb,Uap,Zmynd","AA543186,Abca2,Ajm1,Anapc2,Arrdc1,C8g,Cacna1b,Ccdc183,Clic3,Cysrt1,Dph7,Dpp7,Edf1,Ehmt1,Entpd2,Entpd8,Fam166a,Fbxw5,Fcna,Fut7,Grin1,Grin1os,Il1f10,Il1f5,Il1f6,Il1f9,Il1rn,Lcn12,Lcn5,Lcn8,Lrrc26,Mamdc4,Man1b1,Mir3087,Mir7664,Mrpl41,Ndor1,Nelfb,Noxa1,Npdc1,Nrarp,Nsmf,Pax8,Paxx,Phpt1,Pnpla7,Psd4,Ptgds,Rabl6,Rnf208,Rnf224,Sapcd2,Slc34a3,Ssna1,Stpg3,Tmem141,Tmem203,Tmem210,Tor4a,Tprn,Traf2,Tubb4b,Uap1l1,Zmynd19",0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
136,144,chr2,",Abo,Adamts,Adamtsl,Agpat,Bmyc,Cacfd,Camsap,Card,Ccdc,Dbh,Dbhos,Dipk,Dnlz,Egfl,Entr,Fam,Glt,Gm,Gpsm,Inpp,Kcnt,Lcn,Lhx,Med,Mir,Mymk,Nacc,Notch,Obp,Pmpca,Qsox,Rexo,Rpl,Sec,Slc,Snapc,Snhg,Snora,Sohlh,Stkld,Surf,Tmem,Ubac","0610009E02Rik,Abo,Adamts13,Adamtsl2,Agpat2,Bmyc,Cacfd1,Camsap1,Card9,Ccdc187,Dbh,Dbhos,Dipk1b,Dnlz,Egfl7,Entr1,Fam163b,Glt6d1,Gm13539,Gm35978,Gm39773,Gm39774,Gpsm1,Inpp5e,Kcnt1,Lcn10,Lcn11,Lcn3,Lcn4,Lcn6,Lcn9,Lhx3,Med22,Mir126a,Mir126b,Mir6996,Mymk,Nacc2,Notch1,Obp2a,Obp2b,Pmpca,Qsox2,Rexo4,Rpl7a,Sec16a,Slc2a6,Snapc4,Snhg7,Snora17,Snora43,Sohlh1,Stkld1,Surf1,Surf2,Surf4,Surf6,Tmem250-ps,Ubac1",0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
137,145,chr2,",Brd,Cel,Col,Dbh,Fcnb,Gbgt,Gfi,Gtf,Mir,Mrps,Olfm,Ppp,Ralgds,Rxra,Sardh,Tsc,Vav,Wdr","1700007K13Rik,Brd3,Brd3os,Cel,Col5a1,Dbh,Fcnb,Gbgt1,Gfi1b,Gtf3c5,Mir7578,Mrps2,Olfm1,Ppp1r26,Ralgds,Rxra,Sardh,Tsc1,Vav2,Wdr5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
