200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,MLI1_pol_ass,MLI1_spk_ass,log2FC_M2P
chr1-g620,chr1,124000000,124200000,0.3798549999999999,Dpp10,1.0,713422,713422.0,713422.0,713422.0,713422.0,1,1,0,0,0,-4.564224265320463
chr1-g636,chr1,127200000,127400000,0.455265,Mgat5,1.0,277987,277987.0,277987.0,277987.0,277987.0,1,0,0,0,0,3.0378887180071508
chr1-g637,chr1,127400000,127600000,0.462655,"Mgat5, Tmem163",2.0,"277987, 187680",277987.0,187680.0,232833.5,232833.5,1,0,0,0,0,3.0392818428964627
chr1-g638,chr1,127600000,127800000,0.43443,"Tmem163, Acmsd, Ccnt2, 2900009J06Rik",4.0,"187680, 38152, 30674, 20438",187680.0,20438.0,69236.0,34413.0,1,0,0,0,0,2.0258559175115813
chr1-g639,chr1,127800000,128000000,0.425725,"Ccnt2, Map3k19, Rab3gap1, Zranb3",4.0,"30674, 25020, 75104, 148869",148869.0,25020.0,69916.75,52889.0,1,0,0,0,0,1.9334106790502488
chr1-g653,chr1,130600000,130800000,0.42403,"Zp3r, C4bp, C4bp-ps1, Pfkfb2, Yod1, AA986860, Gm28856",7.0,"52901, 25698, 11370, 40211, 4731, 12647, 18050",52901.0,4731.0,23658.28571428572,18050.0,1,0,0,0,0,2.3158260355936866
chr1-g656,chr1,131200000,131400000,0.453905,"Rassf5, Ikbke, Srgap2",3.0,"68769, 24962, 242111",242111.0,24962.0,111947.33333333331,68769.0,1,0,0,0,0,-2.008102544258472
chr1-g657,chr1,131400000,131600000,0.41228,"Srgap2, Fam72a, Avpr1b",3.0,"242111, 11133, 12887",242111.0,11133.0,88710.33333333333,12887.0,1,0,0,0,0,-2.008102544258472
chr1-g659,chr1,131800000,132000000,0.45864,"Pm20d1, Slc41a1, Rab29, Nucks1, Slc45a3",5.0,"20721, 20853, 5613, 25864, 20058",25864.0,5613.0,18621.8,20721.0,1,0,0,0,0,2.4532652397617345
chr1-g660,chr1,132000000,132200000,0.485755,"Elk4, Mfsd4a, Cdk18, Mir135b, Lemd1",5.0,"18080, 41442, 26139, 97, 65947",65947.0,97.0,30341.0,26139.0,1,0,0,0,0,2.5912800193006573
chr1-g661,chr1,132200000,132400000,0.486245,"Lemd1, Klhdc8a, Nuak2, Tmcc2",4.0,"65947, 8732, 17364, 35072",65947.0,8732.0,31778.75,26218.0,1,0,0,0,0,2.909730057918145
chr1-g662,chr1,132400000,132600000,0.46742,"Dstyk, Rbbp5, Tmem81, Cntn2, Nfasc",5.0,"49507, 28299, 2410, 33516, 177108",177108.0,2410.0,58168.0,33516.0,1,0,0,0,0,2.238220977960886
chr1-g665,chr1,133000000,133200000,0.4727499999999999,"Mdm4, Pik3c2b, Ppp1r15b",3.0,"44483, 62677, 8635",62677.0,8635.0,38598.333333333336,44483.0,1,0,0,0,1,4.9732456321572025
chr1-g666,chr1,133200000,133400000,0.5028,"Plekha6, Gm19461, Golt1a, Kiss1, Ren2, Ren1, Etnk2, Sox13",8.0,"57339, 19957, 13204, 2511, 9758, 9646, 16748, 41913",57339.0,2511.0,21384.5,14976.0,1,0,0,0,1,3.444521213680581
chr1-g670,chr1,134000000,134200000,0.48606,"Fmod, Btg2, Chit1, Chil1, Mybph, Adora1",6.0,"11027, 4291, 40299, 7628, 7785, 36243",40299.0,4291.0,17878.833333333332,9406.0,1,0,0,0,1,0.5959234480976286
chr1-g671,chr1,134200000,134400000,0.48246,"Mybph, Adora1, Myog, Myoparr, Ppfia4, Tmem183a, Mgat4f",7.0,"7785, 36243, 2545, 1167, 36146, 15911, 5044",36243.0,1167.0,14977.285714285714,7785.0,1,0,0,0,1,2.3773645100420024
chr1-g673,chr1,134600000,134800000,0.475335,"Kdm5b, Syt2, Ppp1r12b",3.0,"72701, 106538, 201275",201275.0,72701.0,126838.0,106538.0,1,0,0,0,1,2.2847949006788286
chr1-g676,chr1,135200000,135400000,0.47071,"Elf3, Rnpep, Lmod1, Timm17a, Shisa4, Ipo9",6.0,"4899, 21386, 43253, 12203, 3608, 48188",48188.0,3608.0,22256.166666666668,16794.5,1,0,0,0,0,2.6007815453691183
chr1-g680,chr1,136000000,136200000,0.5000450000000001,"Igfn1, Tmem9, Cacna1s, Ascl5, Kif21b, Gm15850, Mroh3",7.0,"52765, 26812, 67012, 567, 46612, 3465, 31043",67012.0,567.0,32610.85714285714,31043.0,1,0,0,0,1,4.581770321544892
chr1-g692,chr1,138400000,138600000,0.39966,Nek7,1.0,135921,135921.0,135921.0,135921.0,135921.0,1,0,0,0,0,-3.6248021419654655
chr1-g693,chr1,138600000,138800000,0.4067099999999999,"Nek7, Gm5833",2.0,"135921, 41981",135921.0,41981.0,88951.0,88951.0,1,0,0,0,0,-3.6248021419654655
chr1-g701,chr1,140200000,140400000,0.3649699999999999,Kcnt2,1.0,368328,368328.0,368328.0,368328.0,368328.0,1,0,0,0,0,2.509337949407925
chr1-g702,chr1,140400000,140600000,0.356075,"Kcnt2, 4930590L20Rik",2.0,"368328, 86227",368328.0,86227.0,227277.5,227277.5,1,0,0,0,0,2.509337949407925
chr1-g703,chr1,140600000,140800000,0.36982,"Kcnt2, 4930590L20Rik",2.0,"368328, 86227",368328.0,86227.0,227277.5,227277.5,1,0,0,0,0,2.509337949407925
chr1-g718,chr1,143600000,143800000,0.380965,"Cdc73, B3galt2, Glrx2, Ro60, Uchl5",5.0,"99618, 9241, 10064, 26261, 30189",99618.0,9241.0,35074.6,26261.0,1,0,0,0,0,2.0253307110609367
chr1-g761,chr1,152200000,152400000,0.43333,"Tsen15, Colgalt2",2.0,"15947, 110829",110829.0,15947.0,63388.0,63388.0,1,0,0,0,0,2.1325647719768823
chr1-g767,chr1,153400000,153600000,0.43699,"E330020D12Rik, Shcbp1l, Dhx9, Npl",4.0,"10048, 27366, 31903, 46699",46699.0,10048.0,29004.0,29634.5,1,0,0,0,0,2.3156670759520583
chr1-g768,chr1,153600000,153800000,0.4593649999999999,"Rgs8, C230024C17Rik, Rgs16, Rnasel, Rgsl1",5.0,"31993, 16590, 5116, 14796, 64755",64755.0,5116.0,26650.0,16590.0,1,1,0,0,0,-1.6799445387141998
chr1-g769,chr1,153800000,154000000,0.443,"Rgsl1, Teddm2, Teddm1b, Mir8114, Glul, Teddm1a",6.0,"64755, 1654, 2527, 111, 9795, 1415",64755.0,111.0,13376.166666666666,2090.5,1,0,0,0,0,2.6885699307744337
chr1-g771,chr1,154200000,154400000,0.413285,"Zfp648, 4930452N14Rik, 4930532M18Rik, Cacna1e",4.0,"5652, 15386, 14728, 333402",333402.0,5652.0,92292.0,15057.0,1,0,0,0,0,4.852586994983843
chr1-g772,chr1,154400000,154600000,0.4235399999999999,Cacna1e,1.0,333402,333402.0,333402.0,333402.0,333402.0,1,0,0,0,0,4.852586994983843
chr1-g773,chr1,154600000,154800000,0.437905,Cacna1e,1.0,333402,333402.0,333402.0,333402.0,333402.0,1,0,0,0,0,4.852586994983843
chr1-g775,chr1,155000000,155200000,0.4616,"Gm9530, Ier5, Mr1, Stx6",4.0,"19818, 3270, 18941, 44815",44815.0,3270.0,21711.0,19379.5,1,0,0,0,0,3.918729917321615
chr1-g776,chr1,155200000,155400000,0.433555,"Stx6, BC034090, Xpr1",3.0,"44815, 32062, 141788",141788.0,32062.0,72888.33333333333,44815.0,1,0,0,0,0,2.560000128267641
chr1-g777,chr1,155400000,155600000,0.425985,"Xpr1, Gm5532, Acbd6",3.0,"141788, 6939, 14168",141788.0,6939.0,54298.333333333336,14168.0,1,0,0,0,0,2.560000128267641
chr1-g780,chr1,156000000,156200000,0.3823885714285714,"Tor1aip1, Tor1aip2, Fam163a",3.0,"31882, 18010, 129071",129071.0,18010.0,59654.333333333336,31882.0,1,0,0,0,0,3.086857583941883
chr1-g791,chr1,158200000,158400000,0.4245299999999999,"Brinp2, Astn1",2.0,"110992, 329483",329483.0,110992.0,220237.5,220237.5,1,1,0,0,0,-2.288156341040949
chr1-g797,chr1,159400000,159600000,0.4310049999999999,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,7.750858077887667
chr1-g798,chr1,159600000,159800000,0.42817,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,7.750858077887667
chr1-g799,chr1,159800000,160000000,0.424265,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,7.750858077887667
chr1-g801,chr1,160200000,160400000,0.3991299999999999,"Mrps14, Cacybp, Rabgap1l, Mir1927",4.0,"5855, 10526, 536367, 109",536367.0,109.0,138214.25,8190.5,1,0,0,0,0,3.124706654450407
chr1-g802,chr1,160400000,160600000,0.37883,"Rabgap1l, Gpr52",2.0,"536367, 4988",536367.0,4988.0,270677.5,270677.5,1,0,0,0,0,3.3394063998430346
chr1-g803,chr1,160600000,160800000,0.3831,Rabgap1l,1.0,536367,536367.0,536367.0,536367.0,536367.0,1,0,0,0,0,3.3394063998430346
chr1-g804,chr1,160800000,161000000,0.41174,"Rc3h1, Serpinc1",2.0,"68566, 24409",68566.0,24409.0,46487.5,46487.5,1,0,0,0,0,2.4062851422250104
chr1-g805,chr1,161000000,161200000,0.416575,"Serpinc1, Zbtb37, Snord47, Gas5, Dars2, Cenpl, Klhl20, Ankrd45, Tex50",9.0,"24409, 17094, 65, 3624, 30060, 15958, 43102, 27796, 2472",43102.0,65.0,18286.666666666668,17094.0,1,1,0,0,0,2.4062851422250104
chr1-g812,chr1,162400000,162600000,0.421015,"Dnm3, Eef1aknmt, Vamp4",3.0,"490733, 14674, 28566",490733.0,14674.0,177991.0,28566.0,1,0,0,0,0,2.133271080428942
chr1-g821,chr1,164200000,164400000,0.420555,"F5, Mir12178, Slc19a2, Ccdc181, Blzf1, Nme7",6.0,"68443, 63, 16340, 12250, 17689, 41764",68443.0,63.0,26091.5,17014.5,1,0,0,0,0,2.332142146991349
chr1-g822,chr1,164400000,164600000,0.43629,"Atp1b1, Gm26685",2.0,"21257, 11576",21257.0,11576.0,16416.5,16416.5,1,0,0,0,0,2.5993466759269337
chr1-g827,chr1,165400000,165600000,0.42376,"Dcaf6, Mpc2, Adcy10, Mpzl1",4.0,"130963, 19959, 91591, 42361",130963.0,19959.0,71218.5,66976.0,1,1,0,0,0,-2.049537306580873
chr1-g828,chr1,165600000,165800000,0.463465,"Mpzl1, Rcsd1, Creg1, Cd247",4.0,"42361, 59150, 11552, 82473",82473.0,11552.0,48884.0,50755.5,1,1,0,0,0,-2.049537306580873
chr1-g835,chr1,167000000,167200000,0.45486,Fam78b,1.0,89886,89886.0,89886.0,89886.0,89886.0,1,1,0,0,0,-2.081608988459445
chr1-g836,chr1,167200000,167400000,0.46642,"Uck2, Mir6347, Tmco1, Aldh9a1, Mgst3",5.0,"59044, 101, 25309, 18540, 21876",59044.0,101.0,24974.0,21876.0,1,1,0,0,0,2.384689511135912
chr1-g851,chr1,170200000,170400000,0.436345,"Uhmk1, Sh2d1b2, Gm6345, Sh2d1b1, Gm7694, Spata46, Nos1ap",7.0,"21986, 18717, 1691, 9452, 8140, 3307, 274383",274383.0,1691.0,48239.42857142857,9452.0,1,0,0,0,0,7.878264030391176
chr1-g852,chr1,170400000,170600000,0.44942,Nos1ap,1.0,274383,274383.0,274383.0,274383.0,274383.0,1,0,0,0,0,7.878264030391176
chr1-g856,chr1,171200000,171400000,0.47111,"Apoa2, Nr1i3, Tomm40l, Ndufs2, Fcer1g, B4galt3, Adamts4, Ppox, Usp21, Ufc1, Pfdn2, Dedd, Nit1, Nectin4, Klhdc9, Arhgap30",16.0,"4816, 4876, 4712, 12270, 4778, 6568, 12139, 4195, 6009, 6439, 13580, 13357, 3409, 18115, 2350, 21280",21280.0,2350.0,8680.8125,6224.0,1,0,0,0,0,2.3591046944556737
chr1-g857,chr1,171400000,171600000,0.45272,"Arhgap30, Usf1, Tstd1, Gm26641, F11r, Alyref2, Itln1, Cd244a, Ly9",9.0,"21280, 7447, 1320, 14138, 27033, 1273, 17171, 26124, 18798",27033.0,1273.0,14953.777777777776,17171.0,1,0,0,0,0,2.150347244065052
chr1-g860,chr1,172000000,172200000,0.455555,"Vangl2, Nhlh1, Ncstn, Copa, Pex19, Dcaf8, Pea15a",7.0,"26336, 5305, 16737, 39804, 9743, 48379, 10077",48379.0,5305.0,22340.14285714286,16737.0,1,0,0,0,0,2.6173140036815576
chr1-g861,chr1,172200000,172400000,0.4802299999999999,"Pea15a, Casq1, Atp1a4, Atp1a2, Igsf8, Kcnj9, Kcnj10, Pigm",8.0,"10077, 10002, 34917, 26356, 7477, 8815, 32876, 7569",34917.0,7477.0,17261.125,10039.5,1,0,0,0,0,2.624859697251397
chr1-g863,chr1,172600000,172800000,0.412925,"Fcrl6, Dusp23, Crp",3.0,"5912, 2206, 1911",5912.0,1911.0,3343.0,2206.0,1,0,0,0,0,5.266806933813713
chr1-g866,chr1,173200000,173400000,0.409115,"Olfr1404, Olfr218, Fcer1a, Olfr418, Mptx2, Ackr1, Cadm3",7.0,"1034, 942, 5959, 991, 3296, 1618, 33442",33442.0,942.0,6754.571428571428,1618.0,1,0,0,0,0,3.961221452238627
chr1-g867,chr1,173400000,173600000,0.39855,"Aim2, Ifi206, Ifi214, Ifi213",4.0,"45433, 22833, 14647, 25317",45433.0,14647.0,27057.5,24075.0,1,0,0,0,0,2.7713649179754083
chr1-g878,chr1,175600000,175800000,0.41669,"Fh1, Kmo, Opn3, Wdr64, Chml",5.0,"24258, 28661, 30212, 117141, 6116",117141.0,6116.0,41277.6,28661.0,1,0,0,0,0,2.778504328425499
chr1-g879,chr1,175800000,176000000,0.429105,"Wdr64, Exo1, Becn2, Pld5",4.0,"117141, 30619, 1897, 313007",313007.0,1897.0,115666.0,73880.0,1,0,0,0,0,6.118506380996692
chr1-g880,chr1,176000000,176200000,0.412105,Pld5,1.0,313007,313007.0,313007.0,313007.0,313007.0,1,0,0,0,0,6.118506380996692
chr1-g881,chr1,176200000,176400000,0.4117499999999999,Pld5,1.0,313007,313007.0,313007.0,313007.0,313007.0,1,0,0,0,0,6.118506380996692
chr1-g883,chr1,176600000,176800000,0.4028049999999999,"Cep170, Mir350",2.0,"80301, 99",80301.0,99.0,40200.0,40200.0,1,0,0,0,0,2.2743355492083324
chr1-g884,chr1,176800000,177000000,0.418965,"Cep170, Sdccag8, Hmga2-ps1",3.0,"80301, 205773, 1510",205773.0,1510.0,95861.33333333331,80301.0,1,0,0,0,0,2.2743355492083324
chr1-g885,chr1,177000000,177200000,0.3784599999999999,"Sdccag8, Akt3",2.0,"205773, 228692",228692.0,205773.0,217232.5,217232.5,1,0,0,0,0,2.365773241710216
chr1-g886,chr1,177200000,177400000,0.411305,Akt3,1.0,228692,228692.0,228692.0,228692.0,228692.0,1,0,0,0,0,2.365773241710216
chr1-g887,chr1,177400000,177600000,0.438895,"Zbtb18, Mir12179",2.0,"8416, 78",8416.0,78.0,4247.0,4247.0,1,0,0,0,0,5.946958058970805
chr1-g892,chr1,178400000,178600000,0.440365,"Efcab2, Kif26b",2.0,"78496, 403733",403733.0,78496.0,241114.5,241114.5,1,0,0,0,0,3.375176139473464
chr1-g894,chr1,178800000,179000000,0.45863,"Kif26b, Smyd3",2.0,"403733, 566082",566082.0,403733.0,484907.5,484907.5,1,0,0,0,0,2.7892257796902
chr1-g895,chr1,179000000,179200000,0.44871,Smyd3,1.0,566082,566082.0,566082.0,566082.0,566082.0,1,0,0,0,0,2.7892257796902
chr1-g896,chr1,179200000,179400000,0.43167,Smyd3,1.0,566082,566082.0,566082.0,566082.0,566082.0,1,0,0,0,0,2.7892257796902
chr1-g897,chr1,179400000,179600000,0.43613,"Smyd3, Cnst, Tfb2m",3.0,"566082, 80945, 18223",566082.0,18223.0,221750.0,80945.0,1,0,0,0,0,2.860212283452943
chr1-g898,chr1,179600000,179800000,0.43883,"Cnst, Sccpdh, Kif28, Ahctf1",4.0,"80945, 18954, 50164, 59112",80945.0,18954.0,52293.75,54638.0,1,0,0,0,0,3.164561898285569
chr1-g901,chr1,180200000,180400000,0.4783449999999999,"Psen2, Itpkb, Gm5069",3.0,"29297, 93184, 3581",93184.0,3581.0,42020.66666666666,29297.0,1,0,0,0,0,3.709005449871959
chr1-g902,chr1,180400000,180600000,0.488375,"Itpkb, Stum, Parp1, Mir6904",4.0,"93184, 51132, 32109, 67",93184.0,67.0,44123.0,41620.5,1,0,0,0,0,3.709005449871959
chr1-g904,chr1,180800000,181000000,0.47828,"H3f3a, Sde2, Lefty2, Pycr2, Tmem63a, Lefty1, Ephx1",7.0,"11046, 16964, 6000, 3815, 32587, 3380, 28014",32587.0,3380.0,14543.714285714286,11046.0,1,0,0,0,0,2.5505986133116347
chr1-g905,chr1,181000000,181200000,0.42935,"Ephx1, 9130409I23Rik, Nvl, Cnih4, Wdr26",5.0,"28014, 9431, 57067, 18064, 38753",57067.0,9431.0,30265.8,28014.0,1,0,0,0,0,2.2283889585972583
chr1-g906,chr1,181200000,181400000,0.4626299999999999,"Wdr26, Cnih3",2.0,"38753, 108014",108014.0,38753.0,73383.5,73383.5,1,0,0,0,0,6.9887710886176215
chr1-g907,chr1,181400000,181600000,0.4653349999999999,"Cnih3, Ccdc121",2.0,"108014, 1819",108014.0,1819.0,54916.5,54916.5,1,0,0,0,0,6.9887710886176215
chr1-g909,chr1,181800000,182000000,0.4331,"Lbr, Enah",2.0,"27087, 123595",123595.0,27087.0,75341.0,75341.0,1,0,0,0,0,4.3626270215246725
chr1-g910,chr1,182000000,182200000,0.45241,"Enah, Srp9, Vmn1r1",3.0,"123595, 7679, 921",123595.0,921.0,44065.0,7679.0,1,0,0,0,0,4.7696587804907065
chr1-g912,chr1,182400000,182600000,0.46122,"Trp53bp2, Capn2, Capn8",3.0,"53270, 50358, 41520",53270.0,41520.0,48382.66666666666,50358.0,1,0,0,0,0,2.3783235100223856
chr1-g915,chr1,183025000,183200000,0.4203542857142857,Disp1,1.0,135266,135266.0,135266.0,135266.0,135266.0,1,0,0,0,0,-3.50198033476228
chr1-g916,chr1,183200000,183400000,0.434705,"Disp1, Aida, Brox, Mia3, Taf1a",5.0,"135266, 27442, 20942, 43330, 21222",135266.0,20942.0,49640.4,27442.0,1,0,0,0,0,0.9538755808875076
chr1-g920,chr1,184000000,184200000,0.439505,"Dusp10, 1700056E22Rik",2.0,"41256, 967",41256.0,967.0,21111.5,21111.5,1,0,0,0,0,2.4964266187552413
chr1-g924,chr1,184800000,185000000,0.46071,"Marc1, Mir1981, Marc2, C130074G19Rik, Mark1",5.0,"24534, 82, 33386, 11111, 103126",103126.0,82.0,34447.8,24534.0,1,0,0,0,0,2.90998765195133
chr1-g926,chr1,185200000,185400000,0.4441799999999999,"Rab3gap2, Snora36b, Mir664, Iars2, Mir215, Mir194-1, Bpnt1, Eprs",8.0,"82579, 113, 69, 42760, 111, 67, 25611, 65317",82579.0,67.0,27078.375,12862.0,1,0,0,0,0,2.625552653092253
chr1-g927,chr1,185400000,185600000,0.44422,"Eprs, 9630028B13Rik, Gm2061, Slc30a10, 5033404E19Rik, Mir297c",6.0,"65317, 12463, 8453, 13914, 709, 451460",451460.0,709.0,92052.66666666669,13188.5,1,0,0,0,0,2.625552653092253
chr1-g938,chr1,187600000,187800000,0.4382000000000001,Esrrg,1.0,605879,605879.0,605879.0,605879.0,605879.0,1,0,0,0,0,5.517119053917515
chr1-g939,chr1,187800000,188000000,0.4360749999999999,Esrrg,1.0,605879,605879.0,605879.0,605879.0,605879.0,1,0,0,0,0,5.517119053917515
chr1-g940,chr1,188000000,188200000,0.426835,"Esrrg, 9330162B11Rik",2.0,"605879, 2415",605879.0,2415.0,304147.0,304147.0,1,0,0,0,0,5.517119053917515
chr1-g941,chr1,188200000,188400000,0.408165,"Esrrg, Ush2a",2.0,"605879, 702202",702202.0,605879.0,654040.5,654040.5,1,0,0,0,0,5.517119053917515
chr1-g946,chr1,189200000,189400000,0.433755,Kcnk2,1.0,194344,194344.0,194344.0,194344.0,194344.0,1,0,0,0,0,3.629208407459725
chr1-g947,chr1,189400000,189600000,0.445915,Kcnk2,1.0,194344,194344.0,194344.0,194344.0,194344.0,1,0,0,0,0,3.629208407459725
chr1-g950,chr1,190000000,190200000,0.458335,"Prox1, LOC102632463",2.0,"52793, 46984",52793.0,46984.0,49888.5,49888.5,1,0,0,0,0,3.3381278450724645
chr1-g956,chr1,191200000,191400000,0.4668099999999999,"D730003I15Rik, Nenf, Pacc1, Ppp2r5a",4.0,"1234, 11345, 25383, 45061",45061.0,1234.0,20755.75,18364.0,1,0,0,0,0,2.427528779825856
chr1-g959,chr1,191800000,192000000,0.4861799999999999,"Nek2, 1700034H15Rik, Slc30a1, Rd3, Mir3473c, Traf5",6.0,"11577, 13456, 6467, 10913, 81, 95397",95397.0,81.0,22981.83333333333,11245.0,1,0,0,0,0,5.433857163263959
chr1-g960,chr1,192000000,192200000,0.3604971428571429,"Traf5, Rcor3, Gm10516, Kcnh1",4.0,"95397, 39495, 14128, 319383",319383.0,14128.0,117100.75,67446.0,1,0,0,0,0,4.976380758616683
chr1-g966,chr1,193200000,193400000,0.46882,"Traf3ip3, Hsd11b1, G0s2, Lamb3, Camk1g",5.0,"26043, 42405, 1029, 41636, 23937",42405.0,1029.0,27010.0,26043.0,1,0,0,0,0,5.234850290390049
chr1-g973,chr1,194600000,194800000,0.4397399999999999,Plxna2,1.0,197040,197040.0,197040.0,197040.0,197040.0,1,0,0,0,0,4.944490081578705
chr1-g974,chr1,194800000,195000000,0.40907,"Plxna2, Mir3962, Cd34, Gm16897",4.0,"197040, 64, 22472, 21201",197040.0,64.0,60194.25,21836.5,1,0,0,0,0,4.944490081578705
chr2-g15,chr2,3050000,3200000,0.4334066666666666,Fam171a1,1.0,113578,113578.0,113578.0,113578.0,113578.0,2,0,0,0,0,4.503844924813108
chr2-g16,chr2,3200000,3400000,0.4244699999999999,"Fam171a1, Nmt2, Acbd7, Rpp38, Olah",5.0,"113578, 44666, 4830, 3680, 24582",113578.0,3680.0,38267.2,24582.0,2,0,0,0,0,2.564131960597927
chr2-g18,chr2,3600000,3800000,0.437205,Fam107b,1.0,68677,68677.0,68677.0,68677.0,68677.0,2,0,0,0,0,-3.2375114853502582
chr2-g24,chr2,4800000,5000000,0.456475,"Bend7, Sephs1, Phyh, Ucma, Mcm10",5.0,"84316, 28993, 19748, 9627, 22068",84316.0,9627.0,32950.4,22068.0,2,0,0,0,0,2.668407481119897
chr2-g25,chr2,5000000,5200000,0.45116,"Mcm10, Optn, Ccdc3",3.0,"22068, 43476, 93091",93091.0,22068.0,52878.333333333336,43476.0,2,0,0,0,0,2.2874212478446183
chr2-g29,chr2,5800000,6000000,0.42376,"Cdc123, Nudt5, Gm13199, Sec61a2, Dhtkd1, Upf2",6.0,"50884, 23703, 855, 24456, 44733, 105235",105235.0,855.0,41644.333333333336,34594.5,2,0,0,0,0,3.5625671365796694
chr2-g30,chr2,6000000,6200000,0.4437399999999999,"Upf2, Proser2, Gm10857, A230108P19Rik, Echdc3",5.0,"105235, 31686, 7688, 128361, 24530",128361.0,7688.0,59500.0,31686.0,2,0,0,0,0,3.7557378572166806
chr2-g57,chr2,11400000,11600000,0.4556949999999999,"Pfkfb3, Rbm17",2.0,"82499, 17761",82499.0,17761.0,50130.0,50130.0,2,0,0,0,0,2.003657321777355
chr2-g58,chr2,11600000,11800000,0.437625,"Rbm17, Il2ra, Il15ra, Fbh1, Ankrd16",5.0,"17761, 50403, 28693, 35013, 12571",50403.0,12571.0,28888.2,28693.0,2,0,0,0,0,2.01643939755281
chr2-g60,chr2,12000000,12200000,0.4098299999999999,Itga8,1.0,195311,195311.0,195311.0,195311.0,195311.0,2,0,0,0,0,5.444704289397869
chr2-g61,chr2,12200000,12400000,0.405935,"Itga8, E030013I19Rik, Mindy3",3.0,"195311, 11070, 72197",195311.0,11070.0,92859.33333333331,72197.0,2,0,0,0,0,5.444704289397869
chr2-g81,chr2,16200000,16400000,0.3903999999999999,"Malrd1, Plxdc2",2.0,"729079, 399536",729079.0,399536.0,564307.5,564307.5,2,0,0,0,0,-3.1355193017811627
chr2-g82,chr2,16400000,16600000,0.38048,Plxdc2,1.0,399536,399536.0,399536.0,399536.0,399536.0,2,0,0,0,0,-3.1355193017811627
chr2-g83,chr2,16600000,16800000,0.379955,Plxdc2,1.0,399536,399536.0,399536.0,399536.0,399536.0,2,0,0,0,0,-3.1355193017811627
chr2-g88,chr2,17600000,17800000,0.42356,Nebl,1.0,6379,6379.0,6379.0,6379.0,6379.0,2,0,0,0,0,5.437191886990326
chr2-g90,chr2,18000000,18200000,0.41196,"Gm17762, A930004D18Rik, Skida1, Mllt10, Mir7655",5.0,"3329, 12553, 4363, 147806, 58",147806.0,58.0,33621.8,4363.0,2,0,0,0,0,5.047224778762263
chr2-g93,chr2,18600000,18800000,0.419825,"Commd3, Bmi1, Spag6, Gm3363, Carlr",5.0,"3797, 9612, 50584, 18154, 2571",50584.0,2571.0,16943.6,9612.0,2,0,0,0,0,2.916394051001653
chr2-g94,chr2,18800000,19000000,0.441545,"Carlr, Pip4k2a, 4930426L09Rik",3.0,"2571, 155866, 1486",155866.0,1486.0,53307.66666666666,2571.0,2,0,0,0,0,3.0664509056201807
chr2-g104,chr2,20800000,21000000,0.41762,"Etl4, Arhgap21, Gm13375",3.0,"520623, 119803, 1475",520623.0,1475.0,213967.0,119803.0,2,0,0,0,0,2.6690203177071097
chr2-g106,chr2,21200000,21400000,0.417705,"Enkur, Thnsl1, Gpr158",3.0,"24635, 9286, 462976",462976.0,9286.0,165632.33333333334,24635.0,2,0,0,0,0,4.792350944874642
chr2-g107,chr2,21400000,21600000,0.385915,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,4.792350944874642
chr2-g108,chr2,21600000,21800000,0.39394,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,4.792350944874642
chr2-g109,chr2,21800000,22000000,0.4057849999999999,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,4.792350944874642
chr2-g113,chr2,22600000,22800000,0.41306,"Gad2, Mir3967, Apbb1ip",3.0,"71551, 68, 101327",101327.0,68.0,57648.66666666666,71551.0,2,0,0,0,0,2.5176761945087662
chr2-g114,chr2,22800000,23000000,0.39443,"Apbb1ip, Pdss1, Abi1",3.0,"101327, 44738, 100168",101327.0,44738.0,82077.66666666667,100168.0,2,0,0,0,0,3.0562540556010576
chr2-g115,chr2,23000000,23200000,0.40097,"Abi1, Acbd5, Mastl, Yme1l1",4.0,"100168, 46312, 39481, 42756",100168.0,39481.0,57179.25,44534.0,2,0,0,0,0,2.849014916978577
chr2-g120,chr2,24000000,24200000,0.398465,"Hnmt, Tbpl2, Il1f8, Il1f9",4.0,"46467, 25230, 6932, 7092",46467.0,6932.0,21430.25,16161.0,2,0,0,0,0,3.560640534764677
chr2-g123,chr2,24600000,24800000,0.46413,"Cacna1b, Ehmt1",2.0,"159264, 128841",159264.0,128841.0,144052.5,144052.5,2,0,0,0,0,5.399537455283161
chr2-g124,chr2,24800000,25000000,0.4431549999999999,"Ehmt1, Zmynd19, Arrdc1, Dph7, Mrpl41, Pnpla7",6.0,"128841, 11094, 9927, 9765, 2629, 78040",128841.0,2629.0,40049.333333333336,10510.5,2,0,0,0,0,3.564456765847001
