200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2P
chr1-g578,chr1,115600000,115800000,0.37877,Cntnap5a,1.0,902586,902586.0,902586.0,902586.0,902586.0,1,0,0,0,0,-3.409466612158451
chr1-g579,chr1,115800000,116000000,0.386345,Cntnap5a,1.0,902586,902586.0,902586.0,902586.0,902586.0,1,0,0,0,0,-3.409466612158451
chr1-g580,chr1,116000000,116200000,0.3899249999999999,Cntnap5a,1.0,902586,902586.0,902586.0,902586.0,902586.0,1,0,0,0,0,-3.409466612158451
chr1-g581,chr1,116200000,116400000,0.391865,Cntnap5a,1.0,902586,902586.0,902586.0,902586.0,902586.0,1,0,0,0,0,-3.409466612158451
chr1-g582,chr1,116400000,116600000,0.38661,Cntnap5a,1.0,902586,902586.0,902586.0,902586.0,902586.0,1,0,0,0,0,-3.409466612158451
chr1-g591,chr1,118200000,118400000,0.42676,"Tsn, Nifk, Clasp1",3.0,"12833, 11989, 220405",220405.0,11989.0,81742.33333333333,12833.0,1,0,0,0,0,2.058140518547916
chr1-g600,chr1,120000000,120200000,0.47333,"Sctr, Tmem37, 3110009E18Rik, Dbi",4.0,"56553, 6404, 67003, 7817",67003.0,6404.0,34444.25,32185.0,1,0,0,0,0,2.280381471017162
chr1-g637,chr1,127400000,127600000,0.462655,"Mgat5, Tmem163",2.0,"277987, 187680",277987.0,187680.0,232833.5,232833.5,1,0,0,0,0,8.559911960122637
chr1-g638,chr1,127600000,127800000,0.43443,"Tmem163, Acmsd, Ccnt2, 2900009J06Rik",4.0,"187680, 38152, 30674, 20438",187680.0,20438.0,69236.0,34413.0,1,0,0,0,0,8.559911960122637
chr1-g659,chr1,131800000,132000000,0.45864,"Pm20d1, Slc41a1, Rab29, Nucks1, Slc45a3",5.0,"20721, 20853, 5613, 25864, 20058",25864.0,5613.0,18621.8,20721.0,1,0,0,0,0,2.174483021736637
chr1-g660,chr1,132000000,132200000,0.485755,"Elk4, Mfsd4a, Cdk18, Mir135b, Lemd1",5.0,"18080, 41442, 26139, 97, 65947",65947.0,97.0,30341.0,26139.0,1,0,0,0,0,2.730821700866877
chr1-g661,chr1,132200000,132400000,0.486245,"Lemd1, Klhdc8a, Nuak2, Tmcc2",4.0,"65947, 8732, 17364, 35072",65947.0,8732.0,31778.75,26218.0,1,0,0,0,1,2.4127856850647884
chr1-g662,chr1,132400000,132600000,0.46742,"Dstyk, Rbbp5, Tmem81, Cntn2, Nfasc",5.0,"49507, 28299, 2410, 33516, 177108",177108.0,2410.0,58168.0,33516.0,1,0,0,0,1,3.3834207604823887
chr1-g665,chr1,133000000,133200000,0.4727499999999999,"Mdm4, Pik3c2b, Ppp1r15b",3.0,"44483, 62677, 8635",62677.0,8635.0,38598.333333333336,44483.0,1,0,0,0,1,3.240458704509534
chr1-g668,chr1,133600000,133800000,0.455115,"Snrpe, Zc3h11a, Zbed6, Lax1, Atp2b4, Mir6903",6.0,"6410, 41538, 5007, 11080, 51074, 88",51074.0,88.0,19199.5,8745.0,1,0,0,0,1,5.739095902933652
chr1-g670,chr1,134000000,134200000,0.48606,"Fmod, Btg2, Chit1, Chil1, Mybph, Adora1",6.0,"11027, 4291, 40299, 7628, 7785, 36243",40299.0,4291.0,17878.833333333332,9406.0,1,0,0,0,1,9.414652177782664
chr1-g671,chr1,134200000,134400000,0.48246,"Mybph, Adora1, Myog, Myoparr, Ppfia4, Tmem183a, Mgat4f",7.0,"7785, 36243, 2545, 1167, 36146, 15911, 5044",36243.0,1167.0,14977.285714285714,7785.0,1,0,0,0,1,4.9304472640223365
chr1-g672,chr1,134400000,134600000,0.44399,"Cyb5r1, Adipor1, Klhl12, Rabif, Mgat4e, Kdm5b",6.0,"5958, 17973, 35343, 13251, 8742, 72701",72701.0,5958.0,25661.33333333333,15612.0,1,0,0,0,1,2.1344399881890515
chr1-g676,chr1,135200000,135400000,0.47071,"Elf3, Rnpep, Lmod1, Timm17a, Shisa4, Ipo9",6.0,"4899, 21386, 43253, 12203, 3608, 48188",48188.0,3608.0,22256.166666666668,16794.5,1,0,0,0,0,2.6508246767763346
chr1-g677,chr1,135400000,135600000,0.476205,"Ipo9, Nav1, Mir1231, Gm4793",4.0,"48188, 150776, 81, 2159",150776.0,81.0,50301.0,25173.5,1,0,0,0,0,-4.2563814597609735
chr1-g678,chr1,135600000,135800000,0.4827499999999999,"Csrp1, Phlda3, Tnni1",3.0,"32167, 3050, 11569",32167.0,3050.0,15595.333333333334,11569.0,1,0,0,0,0,1.970656730649389
chr1-g680,chr1,136000000,136200000,0.5000450000000001,"Igfn1, Tmem9, Cacna1s, Ascl5, Kif21b, Gm15850, Mroh3",7.0,"52765, 26812, 67012, 567, 46612, 3465, 31043",67012.0,567.0,32610.85714285714,31043.0,1,0,0,0,0,3.224454217261268
chr1-g683,chr1,136600000,136800000,0.446885,"Zfp281, Gm19705, Platr22",3.0,"5491, 7410, 29518",29518.0,5491.0,14139.666666666666,7410.0,1,0,0,0,0,2.1685453083390365
chr1-g718,chr1,143600000,143800000,0.380965,"Cdc73, B3galt2, Glrx2, Ro60, Uchl5",5.0,"99618, 9241, 10064, 26261, 30189",99618.0,9241.0,35074.6,26261.0,1,0,0,0,0,1.9037540431337283
chr1-g752,chr1,150400000,150600000,0.399065,"Tpr, Prg4, Hmcn1",3.0,"57098, 16754, 430934",430934.0,16754.0,168262.0,57098.0,1,0,0,0,0,2.760191689566304
chr1-g753,chr1,150600000,150800000,0.39269,Hmcn1,1.0,430934,430934.0,430934.0,430934.0,430934.0,1,0,0,0,0,2.760191689566304
chr1-g754,chr1,150800000,151000000,0.39364,Hmcn1,1.0,430934,430934.0,430934.0,430934.0,430934.0,1,0,0,0,0,2.760191689566304
chr1-g761,chr1,152200000,152400000,0.43333,"Tsen15, Colgalt2",2.0,"15947, 110829",110829.0,15947.0,63388.0,63388.0,1,0,0,0,0,2.16113298804288
chr1-g763,chr1,152600000,152800000,0.447955,"Rgl1, Apobec4, Arpc5",3.0,"249543, 6994, 9039",249543.0,6994.0,88525.33333333333,9039.0,1,0,0,0,0,2.016572018141596
chr1-g764,chr1,152800000,153000000,0.4267249999999999,"Ncf2, Smg7, Nmnat2",3.0,"36838, 65652, 164161",164161.0,36838.0,88883.66666666667,65652.0,1,0,0,0,0,2.3928618058283937
chr1-g765,chr1,153000000,153200000,0.460745,"Nmnat2, Lamc2",2.0,"164161, 63692",164161.0,63692.0,113926.5,113926.5,1,0,0,0,0,2.3928618058283937
chr1-g769,chr1,153800000,154000000,0.443,"Rgsl1, Teddm2, Teddm1b, Mir8114, Glul, Teddm1a",6.0,"64755, 1654, 2527, 111, 9795, 1415",64755.0,111.0,13376.166666666666,2090.5,1,0,0,0,0,2.854277584627858
chr1-g771,chr1,154200000,154400000,0.413285,"Zfp648, 4930452N14Rik, 4930532M18Rik, Cacna1e",4.0,"5652, 15386, 14728, 333402",333402.0,5652.0,92292.0,15057.0,1,0,0,0,0,7.425805352828277
chr1-g772,chr1,154400000,154600000,0.4235399999999999,Cacna1e,1.0,333402,333402.0,333402.0,333402.0,333402.0,1,0,0,0,0,7.425805352828277
chr1-g773,chr1,154600000,154800000,0.437905,Cacna1e,1.0,333402,333402.0,333402.0,333402.0,333402.0,1,0,0,0,0,7.425805352828277
chr1-g775,chr1,155000000,155200000,0.4616,"Gm9530, Ier5, Mr1, Stx6",4.0,"19818, 3270, 18941, 44815",44815.0,3270.0,21711.0,19379.5,1,0,0,0,0,3.720528653694656
chr1-g780,chr1,156000000,156200000,0.3823885714285714,"Tor1aip1, Tor1aip2, Fam163a",3.0,"31882, 18010, 129071",129071.0,18010.0,59654.333333333336,31882.0,1,0,0,0,0,2.8786473342758527
chr1-g785,chr1,157000000,157200000,0.437865,"Tex35, Rasal2",2.0,"9534, 277413",277413.0,9534.0,143473.5,143473.5,1,1,0,0,0,-2.083713183526549
chr1-g786,chr1,157200000,157400000,0.37079,Rasal2,1.0,277413,277413.0,277413.0,277413.0,277413.0,1,1,0,0,0,-2.083713183526549
chr1-g787,chr1,157400000,157600000,0.437945,"Rasal2, 2810025M15Rik, Cryzl2, Gm15486, Sec16b",5.0,"277413, 7885, 30495, 13722, 61629",277413.0,7885.0,78228.8,30495.0,1,1,0,0,0,-2.083713183526549
chr1-g797,chr1,159400000,159600000,0.4310049999999999,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,5.688284882854226
chr1-g798,chr1,159600000,159800000,0.42817,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,5.688284882854226
chr1-g799,chr1,159800000,160000000,0.424265,Tnr,1.0,401154,401154.0,401154.0,401154.0,401154.0,1,0,0,0,0,5.688284882854226
chr1-g801,chr1,160200000,160400000,0.3991299999999999,"Mrps14, Cacybp, Rabgap1l, Mir1927",4.0,"5855, 10526, 536367, 109",536367.0,109.0,138214.25,8190.5,1,0,0,0,0,5.098873021295063
chr1-g802,chr1,160400000,160600000,0.37883,"Rabgap1l, Gpr52",2.0,"536367, 4988",536367.0,4988.0,270677.5,270677.5,1,0,0,0,0,5.098873021295063
chr1-g803,chr1,160600000,160800000,0.3831,Rabgap1l,1.0,536367,536367.0,536367.0,536367.0,536367.0,1,0,0,0,0,5.098873021295063
chr1-g812,chr1,162400000,162600000,0.421015,"Dnm3, Eef1aknmt, Vamp4",3.0,"490733, 14674, 28566",490733.0,14674.0,177991.0,28566.0,1,0,0,0,0,2.254800192070999
chr1-g836,chr1,167200000,167400000,0.46642,"Uck2, Mir6347, Tmco1, Aldh9a1, Mgst3",5.0,"59044, 101, 25309, 18540, 21876",59044.0,101.0,24974.0,21876.0,1,0,0,0,0,2.676204787994299
chr1-g851,chr1,170200000,170400000,0.436345,"Uhmk1, Sh2d1b2, Gm6345, Sh2d1b1, Gm7694, Spata46, Nos1ap",7.0,"21986, 18717, 1691, 9452, 8140, 3307, 274383",274383.0,1691.0,48239.42857142857,9452.0,1,0,0,0,0,3.3324824187565407
chr1-g852,chr1,170400000,170600000,0.44942,Nos1ap,1.0,274383,274383.0,274383.0,274383.0,274383.0,1,0,0,0,0,3.3324824187565407
chr1-g856,chr1,171200000,171400000,0.47111,"Apoa2, Nr1i3, Tomm40l, Ndufs2, Fcer1g, B4galt3, Adamts4, Ppox, Usp21, Ufc1, Pfdn2, Dedd, Nit1, Nectin4, Klhdc9, Arhgap30",16.0,"4816, 4876, 4712, 12270, 4778, 6568, 12139, 4195, 6009, 6439, 13580, 13357, 3409, 18115, 2350, 21280",21280.0,2350.0,8680.8125,6224.0,1,0,0,0,0,2.2612977029548333
chr1-g860,chr1,172000000,172200000,0.455555,"Vangl2, Nhlh1, Ncstn, Copa, Pex19, Dcaf8, Pea15a",7.0,"26336, 5305, 16737, 39804, 9743, 48379, 10077",48379.0,5305.0,22340.14285714286,16737.0,1,0,0,0,0,2.835330099459239
chr1-g861,chr1,172200000,172400000,0.4802299999999999,"Pea15a, Casq1, Atp1a4, Atp1a2, Igsf8, Kcnj9, Kcnj10, Pigm",8.0,"10077, 10002, 34917, 26356, 7477, 8815, 32876, 7569",34917.0,7477.0,17261.125,10039.5,1,0,0,0,0,2.692292156084116
chr1-g863,chr1,172600000,172800000,0.412925,"Fcrl6, Dusp23, Crp",3.0,"5912, 2206, 1911",5912.0,1911.0,3343.0,2206.0,1,0,0,0,0,3.780177767012097
chr1-g866,chr1,173200000,173400000,0.409115,"Olfr1404, Olfr218, Fcer1a, Olfr418, Mptx2, Ackr1, Cadm3",7.0,"1034, 942, 5959, 991, 3296, 1618, 33442",33442.0,942.0,6754.571428571428,1618.0,1,0,0,0,0,5.4614473078002215
chr1-g867,chr1,173400000,173600000,0.39855,"Aim2, Ifi206, Ifi214, Ifi213",4.0,"45433, 22833, 14647, 25317",45433.0,14647.0,27057.5,24075.0,1,0,0,0,0,3.9628171757508586
chr1-g875,chr1,175000000,175200000,0.3973599999999999,Rgs7,1.0,433470,433470.0,433470.0,433470.0,433470.0,1,0,0,0,0,2.253254105913847
chr1-g876,chr1,175200000,175400000,0.4037799999999999,Rgs7,1.0,433470,433470.0,433470.0,433470.0,433470.0,1,0,0,0,0,2.253254105913847
chr1-g877,chr1,175400000,175600000,0.41625,Rgs7,1.0,433470,433470.0,433470.0,433470.0,433470.0,1,0,0,0,0,2.253254105913847
chr1-g879,chr1,175800000,176000000,0.429105,"Wdr64, Exo1, Becn2, Pld5",4.0,"117141, 30619, 1897, 313007",313007.0,1897.0,115666.0,73880.0,1,0,0,0,0,7.141674484054786
chr1-g880,chr1,176000000,176200000,0.412105,Pld5,1.0,313007,313007.0,313007.0,313007.0,313007.0,1,0,0,0,0,7.141674484054786
chr1-g881,chr1,176200000,176400000,0.4117499999999999,Pld5,1.0,313007,313007.0,313007.0,313007.0,313007.0,1,0,0,0,0,7.141674484054786
chr1-g883,chr1,176600000,176800000,0.4028049999999999,"Cep170, Mir350",2.0,"80301, 99",80301.0,99.0,40200.0,40200.0,1,0,0,0,0,2.9090311940591644
chr1-g884,chr1,176800000,177000000,0.418965,"Cep170, Sdccag8, Hmga2-ps1",3.0,"80301, 205773, 1510",205773.0,1510.0,95861.33333333331,80301.0,1,0,0,1,0,2.9090311940591644
chr1-g885,chr1,177000000,177200000,0.3784599999999999,"Sdccag8, Akt3",2.0,"205773, 228692",228692.0,205773.0,217232.5,217232.5,1,0,0,0,0,3.1747722148594373
chr1-g886,chr1,177200000,177400000,0.411305,Akt3,1.0,228692,228692.0,228692.0,228692.0,228692.0,1,0,0,1,0,3.1747722148594373
chr1-g887,chr1,177400000,177600000,0.438895,"Zbtb18, Mir12179",2.0,"8416, 78",8416.0,78.0,4247.0,4247.0,1,0,0,0,0,5.952309975555521
chr1-g891,chr1,178200000,178400000,0.428755,"Desi2, Cox20, Hnrnpu",3.0,"65181, 3541, 16708",65181.0,3541.0,28476.666666666668,16708.0,1,0,0,0,0,2.3526495487856787
chr1-g892,chr1,178400000,178600000,0.440365,"Efcab2, Kif26b",2.0,"78496, 403733",403733.0,78496.0,241114.5,241114.5,1,0,0,0,0,4.88063868324948
chr1-g893,chr1,178600000,178800000,0.447335,Kif26b,1.0,403733,403733.0,403733.0,403733.0,403733.0,1,0,0,0,0,5.116470455866285
chr1-g894,chr1,178800000,179000000,0.45863,"Kif26b, Smyd3",2.0,"403733, 566082",566082.0,403733.0,484907.5,484907.5,1,0,0,0,0,3.824126699830221
chr1-g895,chr1,179000000,179200000,0.44871,Smyd3,1.0,566082,566082.0,566082.0,566082.0,566082.0,1,0,0,0,0,3.1409970157722347
chr1-g896,chr1,179200000,179400000,0.43167,Smyd3,1.0,566082,566082.0,566082.0,566082.0,566082.0,1,0,0,0,0,3.1409970157722347
chr1-g897,chr1,179400000,179600000,0.43613,"Smyd3, Cnst, Tfb2m",3.0,"566082, 80945, 18223",566082.0,18223.0,221750.0,80945.0,1,0,0,0,0,3.0538126851043943
chr1-g898,chr1,179600000,179800000,0.43883,"Cnst, Sccpdh, Kif28, Ahctf1",4.0,"80945, 18954, 50164, 59112",80945.0,18954.0,52293.75,54638.0,1,0,0,0,0,1.469909595651833
chr1-g899,chr1,179800000,180000000,0.43627,"Ahctf1, Cdc42bpa",2.0,"59112, 204844",204844.0,59112.0,131978.0,131978.0,1,0,0,0,0,2.549577985628956
chr1-g901,chr1,180200000,180400000,0.4783449999999999,"Psen2, Itpkb, Gm5069",3.0,"29297, 93184, 3581",93184.0,3581.0,42020.66666666666,29297.0,1,0,0,0,0,3.1524857236998427
chr1-g902,chr1,180400000,180600000,0.488375,"Itpkb, Stum, Parp1, Mir6904",4.0,"93184, 51132, 32109, 67",93184.0,67.0,44123.0,41620.5,1,0,0,0,0,3.1524857236998427
chr1-g904,chr1,180800000,181000000,0.47828,"H3f3a, Sde2, Lefty2, Pycr2, Tmem63a, Lefty1, Ephx1",7.0,"11046, 16964, 6000, 3815, 32587, 3380, 28014",32587.0,3380.0,14543.714285714286,11046.0,1,0,0,0,0,3.092371367950656
chr1-g905,chr1,181000000,181200000,0.42935,"Ephx1, 9130409I23Rik, Nvl, Cnih4, Wdr26",5.0,"28014, 9431, 57067, 18064, 38753",57067.0,9431.0,30265.8,28014.0,1,0,0,0,0,3.1623687031970533
chr1-g909,chr1,181800000,182000000,0.4331,"Lbr, Enah",2.0,"27087, 123595",123595.0,27087.0,75341.0,75341.0,1,0,0,0,0,3.667523203283569
chr1-g910,chr1,182000000,182200000,0.45241,"Enah, Srp9, Vmn1r1",3.0,"123595, 7679, 921",123595.0,921.0,44065.0,7679.0,1,0,0,0,0,3.982029387262701
chr1-g912,chr1,182400000,182600000,0.46122,"Trp53bp2, Capn2, Capn8",3.0,"53270, 50358, 41520",53270.0,41520.0,48382.66666666666,50358.0,1,0,0,0,0,3.833525650656515
chr1-g915,chr1,183025000,183200000,0.4203542857142857,Disp1,1.0,135266,135266.0,135266.0,135266.0,135266.0,1,0,0,0,0,-2.7615382655219087
chr1-g916,chr1,183200000,183400000,0.434705,"Disp1, Aida, Brox, Mia3, Taf1a",5.0,"135266, 27442, 20942, 43330, 21222",135266.0,20942.0,49640.4,27442.0,1,0,0,0,0,0.624195893161591
chr1-g920,chr1,184000000,184200000,0.439505,"Dusp10, 1700056E22Rik",2.0,"41256, 967",41256.0,967.0,21111.5,21111.5,1,1,0,0,0,-2.3470414382336204
chr1-g924,chr1,184800000,185000000,0.46071,"Marc1, Mir1981, Marc2, C130074G19Rik, Mark1",5.0,"24534, 82, 33386, 11111, 103126",103126.0,82.0,34447.8,24534.0,1,0,0,0,0,2.363321717861076
chr1-g926,chr1,185200000,185400000,0.4441799999999999,"Rab3gap2, Snora36b, Mir664, Iars2, Mir215, Mir194-1, Bpnt1, Eprs",8.0,"82579, 113, 69, 42760, 111, 67, 25611, 65317",82579.0,67.0,27078.375,12862.0,1,0,0,0,0,1.9406368004246977
chr1-g946,chr1,189200000,189400000,0.433755,Kcnk2,1.0,194344,194344.0,194344.0,194344.0,194344.0,1,0,0,0,0,2.013189577675956
chr1-g947,chr1,189400000,189600000,0.445915,Kcnk2,1.0,194344,194344.0,194344.0,194344.0,194344.0,1,0,0,0,0,2.013189577675956
chr1-g950,chr1,190000000,190200000,0.458335,"Prox1, LOC102632463",2.0,"52793, 46984",52793.0,46984.0,49888.5,49888.5,1,0,0,0,0,6.2804279192214985
chr1-g956,chr1,191200000,191400000,0.4668099999999999,"D730003I15Rik, Nenf, Pacc1, Ppp2r5a",4.0,"1234, 11345, 25383, 45061",45061.0,1234.0,20755.75,18364.0,1,0,0,0,0,2.1374078567820454
chr1-g959,chr1,191800000,192000000,0.4861799999999999,"Nek2, 1700034H15Rik, Slc30a1, Rd3, Mir3473c, Traf5",6.0,"11577, 13456, 6467, 10913, 81, 95397",95397.0,81.0,22981.83333333333,11245.0,1,0,0,0,0,4.809709384896287
chr1-g960,chr1,192000000,192200000,0.3604971428571429,"Traf5, Rcor3, Gm10516, Kcnh1",4.0,"95397, 39495, 14128, 319383",319383.0,14128.0,117100.75,67446.0,1,0,0,0,0,6.313214952231882
chr1-g961,chr1,192200000,192400000,0.45494,Kcnh1,1.0,319383,319383.0,319383.0,319383.0,319383.0,1,0,0,0,0,6.53717793859192
chr1-g962,chr1,192400000,192600000,0.461495,"Kcnh1, Hhat",2.0,"319383, 258392",319383.0,258392.0,288887.5,288887.5,1,0,0,0,0,6.53717793859192
chr1-g966,chr1,193200000,193400000,0.46882,"Traf3ip3, Hsd11b1, G0s2, Lamb3, Camk1g",5.0,"26043, 42405, 1029, 41636, 23937",42405.0,1029.0,27010.0,26043.0,1,0,0,0,0,2.09841223797865
chr1-g973,chr1,194600000,194800000,0.4397399999999999,Plxna2,1.0,197040,197040.0,197040.0,197040.0,197040.0,1,0,0,0,0,5.744716952801002
chr1-g974,chr1,194800000,195000000,0.40907,"Plxna2, Mir3962, Cd34, Gm16897",4.0,"197040, 64, 22472, 21201",197040.0,64.0,60194.25,21836.5,1,0,0,0,0,5.744716952801002
chr2-g15,chr2,3050000,3200000,0.4334066666666666,Fam171a1,1.0,113578,113578.0,113578.0,113578.0,113578.0,2,0,0,0,0,2.848671462482063
chr2-g16,chr2,3200000,3400000,0.4244699999999999,"Fam171a1, Nmt2, Acbd7, Rpp38, Olah",5.0,"113578, 44666, 4830, 3680, 24582",113578.0,3680.0,38267.2,24582.0,2,0,0,0,0,2.848671462482063
chr2-g18,chr2,3600000,3800000,0.437205,Fam107b,1.0,68677,68677.0,68677.0,68677.0,68677.0,2,0,0,0,0,-4.0882684216782055
chr2-g20,chr2,4000000,4200000,0.4284,"Frmd4a, 1700080N15Rik",2.0,"596361, 9077",596361.0,9077.0,302719.0,302719.0,2,0,0,0,0,-4.942929645256434
chr2-g21,chr2,4200000,4400000,0.4385399999999999,Frmd4a,1.0,596361,596361.0,596361.0,596361.0,596361.0,2,0,0,0,0,-4.942929645256434
chr2-g22,chr2,4400000,4600000,0.458405,Frmd4a,1.0,596361,596361.0,596361.0,596361.0,596361.0,2,0,0,0,0,-4.942929645256434
chr2-g23,chr2,4600000,4800000,0.43185,"Frmd4a, Prpf18, Bend7",3.0,"596361, 30078, 84316",596361.0,30078.0,236918.3333333333,84316.0,2,0,0,0,0,-4.942929645256434
chr2-g24,chr2,4800000,5000000,0.456475,"Bend7, Sephs1, Phyh, Ucma, Mcm10",5.0,"84316, 28993, 19748, 9627, 22068",84316.0,9627.0,32950.4,22068.0,2,0,0,0,0,2.3302770495536227
chr2-g49,chr2,9800000,10000000,0.448005,"Gata3, 4930412O13Rik, 9230102O04Rik, Gm13262, Taf3",5.0,"21523, 5522, 6500, 9434, 134058",134058.0,5522.0,35407.4,9434.0,2,0,0,0,0,2.0933541898710235
chr2-g50,chr2,10000000,10200000,0.431685,"Taf3, Atp5c1, Kin, Itih2, Itih5",5.0,"134058, 24480, 12090, 36093, 102987",134058.0,12090.0,61941.6,36093.0,2,0,0,0,0,2.0933541898710235
chr2-g51,chr2,10200000,10400000,0.44177,"Itih5, Sfmbt2",2.0,"102987, 224803",224803.0,102987.0,163895.0,163895.0,2,0,0,0,0,-2.689397444501494
chr2-g52,chr2,10400000,10600000,0.420935,"Sfmbt2, Mir297a-4, Mir466b-1, Mir297a-3, Mir669e, Mir669b, Mir466m, Mir669l, Mir669a-3, Mir297a-2, Mir466b-4, Mir466b-5, Mir466b-7, Mir466b-6, Mir669d-2, Mir467c, Mir669f, Mir669d, Mir467a-4, Mir466c-2, Mir467a-7, Mir467a-10, Mir669a-2, Mir467a-5, Mir466c-1, Mir467a-9, Mir467a-1, Mir467a-8, Mir467a-2, Mir466b-2, Mir467a-6, Mir467a-3, Gm25285, Mir466b-8, Mir669k, Mir669a-1, Mir466e, Mir669j, Mir669g, Mir467b, Mir466n, Mir466l, Mir466g, Mir297b, Mir669h, Mir466, Mir467d, Mir669m-2, Mir669i, Mir466b-3, Mir669m-1, Mir669o",52.0,"224803, 87, 82, 39519, 119, 97, 84, 98, 109, 90, 90, 88, 88, 90, 86, 97, 121, 121, 83, 90, 82, 83, 95, 83, 84, 83, 73, 82, 83, 82, 83, 83, 90, 86, 127, 97, 84, 121, 123, 73, 94, 121, 80, 109, 125, 73, 85, 98, 127, 81, 98, 96",224803.0,73.0,5173.576923076923,90.0,2,0,0,0,0,-2.689397444501494
chr2-g57,chr2,11400000,11600000,0.4556949999999999,"Pfkfb3, Rbm17",2.0,"82499, 17761",82499.0,17761.0,50130.0,50130.0,2,0,0,0,0,-3.068822508839934
chr2-g67,chr2,13400000,13600000,0.39806,"Cubn, Trdmt1, Vim",3.0,"215539, 34504, 8516",215539.0,8516.0,86186.33333333333,34504.0,2,0,0,0,0,2.7610509334303632
chr2-g73,chr2,14600000,14800000,0.402495,"Cacnb2, Gm13315",2.0,"383603, 1981",383603.0,1981.0,192792.0,192792.0,2,0,0,0,0,-3.840718604581781
chr2-g74,chr2,14800000,15000000,0.4028549999999999,"Cacnb2, Nsun6",2.0,"383603, 64429",383603.0,64429.0,224016.0,224016.0,2,0,0,0,0,-3.840718604581781
chr2-g75,chr2,15000000,15200000,0.3998349999999999,"Nsun6, Arl5b",2.0,"64429, 27137",64429.0,27137.0,45783.0,45783.0,2,0,0,0,0,2.1765894012777154
chr2-g88,chr2,17600000,17800000,0.42356,Nebl,1.0,6379,6379.0,6379.0,6379.0,6379.0,2,0,0,0,0,4.427805108451906
chr2-g90,chr2,18000000,18200000,0.41196,"Gm17762, A930004D18Rik, Skida1, Mllt10, Mir7655",5.0,"3329, 12553, 4363, 147806, 58",147806.0,58.0,33621.8,4363.0,2,0,0,0,0,4.035031335535814
chr2-g93,chr2,18600000,18800000,0.419825,"Commd3, Bmi1, Spag6, Gm3363, Carlr",5.0,"3797, 9612, 50584, 18154, 2571",50584.0,2571.0,16943.6,9612.0,2,0,0,0,0,3.082091874319756
chr2-g94,chr2,18800000,19000000,0.441545,"Carlr, Pip4k2a, 4930426L09Rik",3.0,"2571, 155866, 1486",155866.0,1486.0,53307.66666666666,2571.0,2,0,0,0,0,2.182690536935416
chr2-g96,chr2,19200000,19400000,0.4269949999999999,"Armc3, 4930447M23Rik, Msrb2",3.0,"111126, 7935, 23336",111126.0,7935.0,47465.66666666666,23336.0,2,0,0,0,0,-2.570285422981409
chr2-g101,chr2,20200000,20400000,0.4074549999999999,Etl4,1.0,520623,520623.0,520623.0,520623.0,520623.0,2,0,0,0,0,-4.970480006124698
chr2-g102,chr2,20400000,20600000,0.4226,Etl4,1.0,520623,520623.0,520623.0,520623.0,520623.0,2,0,0,0,0,-4.970480006124698
chr2-g103,chr2,20600000,20800000,0.427265,Etl4,1.0,520623,520623.0,520623.0,520623.0,520623.0,2,1,0,0,0,-4.970480006124698
chr2-g104,chr2,20800000,21000000,0.41762,"Etl4, Arhgap21, Gm13375",3.0,"520623, 119803, 1475",520623.0,1475.0,213967.0,119803.0,2,0,0,0,0,-0.8642399231079972
chr2-g106,chr2,21200000,21400000,0.417705,"Enkur, Thnsl1, Gpr158",3.0,"24635, 9286, 462976",462976.0,9286.0,165632.33333333334,24635.0,2,0,0,0,0,5.202242509109816
chr2-g107,chr2,21400000,21600000,0.385915,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,5.202242509109816
chr2-g108,chr2,21600000,21800000,0.39394,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,5.202242509109816
chr2-g109,chr2,21800000,22000000,0.4057849999999999,Gpr158,1.0,462976,462976.0,462976.0,462976.0,462976.0,2,0,0,0,0,5.202242509109816
chr2-g113,chr2,22600000,22800000,0.41306,"Gad2, Mir3967, Apbb1ip",3.0,"71551, 68, 101327",101327.0,68.0,57648.66666666666,71551.0,2,0,0,0,0,-3.3960533022683115
chr2-g114,chr2,22800000,23000000,0.39443,"Apbb1ip, Pdss1, Abi1",3.0,"101327, 44738, 100168",101327.0,44738.0,82077.66666666667,100168.0,2,0,0,0,0,2.771720570421381
chr2-g115,chr2,23000000,23200000,0.40097,"Abi1, Acbd5, Mastl, Yme1l1",4.0,"100168, 46312, 39481, 42756",100168.0,39481.0,57179.25,44534.0,2,0,0,0,0,3.501482956552369
chr2-g117,chr2,23400000,23600000,0.380375,"Nxph2, Spopl",2.0,"80728, 62051",80728.0,62051.0,71389.5,71389.5,2,0,0,0,0,2.260770868252058
chr2-g123,chr2,24600000,24800000,0.46413,"Cacna1b, Ehmt1",2.0,"159264, 128841",159264.0,128841.0,144052.5,144052.5,2,0,0,0,0,5.323652981019643
