200kb name,category,Granule_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_G2M
chr11-g16,Granule,2.2670064209885186,0.48791680827999756,Pik3ip1,chr11,11,16,2.216081388588453
chr11-g18,Granule,8.799959161897892,2.176574887507588,Osbp2,chr11,11,18,2.0154371701033917
chr11-g19,Granule,8.799959161897892,2.176574887507588,Osbp2,chr11,11,19,2.0154371701033917
chr11-g29,Granule,6.719840515396362,0.6034906180359905,Camk2b,chr11,11,29,3.477023745470755
chr11-g30,Granule,6.719840515396362,0.6034906180359905,Camk2b,chr11,11,30,3.477023745470755
chr11-g81,MLI1,0.10172374349097112,0.550174864187265,Vstm2a,chr11,11,81,-2.435233768713856
chr11-g82,MLI1,0.10172374349097112,0.550174864187265,Vstm2a,chr11,11,82,-2.435233768713856
chr11-g94,Granule,12.067933092867424,2.6257843796824876,Meis1,chr11,11,94,2.200358245929811
chr11-g95,"Granule,Granule",13.319032628815368,2.900754020671868,"Meis1,Gm16141",chr11,11,95,2.1989894346170424
chr11-g99,Granule,17.56650230125134,3.299810792189712,Spred2,chr11,11,99,2.4123717529818625
chr11-g100,Granule,17.56650230125134,3.299810792189712,Spred2,chr11,11,100,2.4123717529818625
chr11-g101,MLI1,0.11222408741681066,1.21421793042221,Slc1a4,chr11,11,101,-3.435573113100183
chr11-g141,MLI1,0.4443071253810301,2.479463335103916,Ccdc85a,chr11,11,141,-2.480398708517679
chr11-g142,MLI1,0.4443071253810301,2.479463335103916,Ccdc85a,chr11,11,142,-2.480398708517679
chr11-g146,MLI1,0.492106889058773,8.241138655884603,Ccdc88a,chr11,11,146,-4.0658000662907705
chr11-g147,MLI1,0.492106889058773,8.241138655884603,Ccdc88a,chr11,11,147,-4.0658000662907705
chr11-g162,"Granule,Granule",9.352510778695908,0.6012065833840449,"Ubtd2,Stk10",chr11,11,162,3.9594210110951216
chr11-g163,Granule,4.356953237645581,0.31356514605950814,Stk10,chr11,11,163,3.796482516643549
chr11-g171,MLI1,0.05232320345559191,0.5472341046031581,Dock2,chr11,11,171,-3.386635367588422
chr11-g172,MLI1,0.05232320345559191,0.5472341046031581,Dock2,chr11,11,172,-3.386635367588422
chr11-g173,MLI1,0.05232320345559191,0.5472341046031581,Dock2,chr11,11,173,-3.386635367588422
chr11-g175,Granule,12.512624833916052,0.16352296413347372,Slit3,chr11,11,175,6.2577473992116195
chr11-g176,Granule,12.512624833916052,0.16352296413347372,Slit3,chr11,11,176,6.2577473992116195
chr11-g177,Granule,12.512624833916052,0.16352296413347372,Slit3,chr11,11,177,6.2577473992116195
chr11-g178,Granule,12.512624833916052,0.16352296413347372,Slit3,chr11,11,178,6.2577473992116195
chr11-g211,Granule,20.559912191207513,0.22300708449052362,Gabra6,chr11,11,211,6.5266007503319585
chr11-g223,Granule,17.685077017630377,0.17051835829610926,Ebf1,chr11,11,223,6.696461621082363
chr11-g224,Granule,17.685077017630377,0.17051835829610926,Ebf1,chr11,11,224,6.696461621082363
chr11-g225,Granule,17.685077017630377,0.17051835829610926,Ebf1,chr11,11,225,6.696461621082363
chr11-g229,MLI1,0.30199631248176734,2.6430057475446214,Lsm11,chr11,11,229,-3.129576723522917
chr11-g230,MLI1,0.36671131050046485,2.0859786490835677,Adam19,chr11,11,230,-2.508007722325688
chr11-g234,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,234,-5.988653370870259
chr11-g235,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,235,-5.988653370870259
chr11-g236,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,236,-5.988653370870259
chr11-g237,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,237,-5.988653370870259
chr11-g238,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,238,-5.988653370870259
chr11-g239,MLI1,0.649632472239858,41.25076656654736,Sgcd,chr11,11,239,-5.988653370870259
chr11-g253,MLI1,0.15564737755982236,7.589059507046151,Adamts2,chr11,11,253,-5.60756793243515
chr11-g254,MLI1,0.15564737755982236,7.589059507046151,Adamts2,chr11,11,254,-5.60756793243515
chr11-g263,MLI1,1.9991632542754276,9.974827371257451,Fstl4,chr11,11,263,-2.31889558438772
chr11-g264,MLI1,1.9991632542754276,9.974827371257451,Fstl4,chr11,11,264,-2.31889558438772
chr11-g265,MLI1,1.9991632542754276,9.974827371257451,Fstl4,chr11,11,265,-2.31889558438772
chr11-g267,Granule,6.228903499927711,0.054496670029553745,Sept8,chr11,11,267,6.836666333712481
chr11-g269,Granule,3.783728722011969,0.05515294903302262,Slc22a4,chr11,11,269,6.100226817873
chr11-g270,Granule,3.783728722011969,0.05515294903302262,Slc22a4,chr11,11,270,6.100226817873
chr11-g276,Granule,7.8247236611495845,0.021359976905022626,Fat2,chr11,11,276,8.516985905187962
chr11-g305,Granule,4.361630641425605,0.040689437430586624,Kcnj12,chr11,11,305,6.744069458374381
chr11-g307,"Granule,Granule,Granule",15.28742739940771,1.4960682056939232,"Rnf112,Mapk7,Epn2",chr11,11,307,3.353097793102763
chr11-g331,MLI1,0.21675178307648962,25.436109951055876,Shisa6,chr11,11,331,-6.874690378365284
chr11-g332,MLI1,0.21675178307648962,25.436109951055876,Shisa6,chr11,11,332,-6.874690378365284
chr11-g337,Granule,4.896716312273397,0.1727487011121435,Gas7,chr11,11,337,4.825067848748063
chr11-g338,"Granule,Granule",16.216272216443915,0.7488883745030482,"Gas7,Glp2r",chr11,11,338,4.436547707958237
chr11-g341,MLI1,0.09983063100111104,18.744687971545098,Ntn1,chr11,11,341,-7.5527835498963585
chr11-g342,MLI1,0.09983063100111104,18.744687971545098,Ntn1,chr11,11,342,-7.5527835498963585
chr11-g344,MLI1,0.18680627630196725,1.4294818663625992,Arhgef15,chr11,11,344,-2.9358774863081756
chr11-g346,"MLI1,MLI1",0.673295054391127,4.359330473762201,"Kcnab3,Chd3os",chr11,11,346,-2.69479580337002
chr11-g348,MLI1,0.027514127124546203,0.36517490339035863,Fgf11,chr11,11,348,-3.7303431541108285
chr11-g349,MLI1,0.027514127124546203,0.36517490339035863,Fgf11,chr11,11,349,-3.7303431541108285
chr11-g362,MLI1,0.0256148861286122,1.0364754328427843,Spns2,chr11,11,362,-5.338559632728568
chr11-g375,Granule,5.029303606005635,0.1084689439605,Rtn4rl1,chr11,11,375,5.535004702853418
chr11-g376,Granule,5.029303606005635,0.1084689439605,Rtn4rl1,chr11,11,376,5.535004702853418
chr11-g381,Granule,13.557921566547401,0.34385964429544835,Nxn,chr11,11,381,5.301172409919247
chr11-g387,"MLI1,MLI1",0.5192427814770592,6.24916459567123,"Ankrd13b,Coro6",chr11,11,387,-3.5891821795483363
chr11-g390,MLI1,0.023297913125010224,0.4225459079928432,Rab34,chr11,11,390,-4.180835454620677
chr11-g397,MLI1,0.10879898280643785,0.44860004185998975,Omg,chr11,11,397,-2.0437646865729273
chr11-g404,MLI1,3.641734005769686,64.50430679360605,Asic2,chr11,11,404,-4.146698032898427
chr11-g405,"MLI1,MLI1",4.610461229965181,82.4897587885398,"Asic2,Gm11417",chr11,11,405,-4.161232027980983
chr11-g406,MLI1,3.641734005769686,64.50430679360605,Asic2,chr11,11,406,-4.146698032898427
chr11-g407,MLI1,3.641734005769686,64.50430679360605,Asic2,chr11,11,407,-4.146698032898427
chr11-g408,MLI1,3.641734005769686,64.50430679360605,Asic2,chr11,11,408,-4.146698032898427
chr11-g409,MLI1,3.641734005769686,64.50430679360605,Asic2,chr11,11,409,-4.146698032898427
chr11-g424,Granule,6.1841998069716295,0.08166353546706287,Car4,chr11,11,424,6.242751094565682
chr11-g465,Granule,108.95918205647861,1.7511227494586799,Car10,chr11,11,465,5.959363751398953
chr11-g466,Granule,108.95918205647861,1.7511227494586799,Car10,chr11,11,466,5.959363751398953
chr11-g467,Granule,108.95918205647861,1.7511227494586799,Car10,chr11,11,467,5.959363751398953
chr11-g468,Granule,108.95918205647861,1.7511227494586799,Car10,chr11,11,468,5.959363751398953
chr11-g475,Granule,0.9429654217000741,0.18480094872080324,Itga3,chr11,11,475,2.3512327054132407
chr11-g490,MLI1,0.08918534043641722,7.3838112155222015,Stac2,chr11,11,490,-6.3714152662300405
chr11-g502,MLI1,0.37181530317693484,1.5803598286509721,Nt5c3b,chr11,11,502,-2.0875950248174795
chr11-g503,MLI1,0.07254542829635377,1.4322679946271777,Zfp385c,chr11,11,503,-4.303272952600799
chr11-g504,Granule,1.7065837624823628,0.3672829553690109,Stat3,chr11,11,504,2.2161473754074597
chr11-g536,Granule,6.348240764295979,0.828933821577702,Pitpnc1,chr11,11,536,2.9370280120526076
chr11-g537,"Granule,Granule",6.926952792542869,0.8465174263296968,"Pitpnc1,Gm11713",chr11,11,537,3.032609169116589
chr11-g538,MLI1,0.031493354443880316,0.3381516864371399,Cacng4,chr11,11,538,-3.42455121262693
chr11-g539,MLI1,2.350455679033666,16.341303350753474,Prkca,chr11,11,539,-2.797510672671107
chr11-g540,"MLI1,MLI1",2.3948809465605363,16.69478286181322,"Prkca,Gm11655",chr11,11,540,-2.8013714851944034
chr11-g541,MLI1,2.350455679033666,16.341303350753474,Prkca,chr11,11,541,-2.797510672671107
chr11-g547,"Granule,Granule",0.6878867576076592,0.021359976905022626,"Slc16a6,Wipi1",chr11,11,547,5.009189090568916
chr11-g548,Granule,0.37634387793745605,0.05,Wipi1,chr11,11,548,2.912051503044939
chr11-g549,Granule,2.4895624012376305,0.08028929809107299,Abca8b,chr11,11,549,4.954540665920264
chr11-g568,MLI1,0.08730640522552076,6.015538223381979,Sdk2,chr11,11,568,-6.106462513124438
chr11-g569,MLI1,0.08730640522552076,6.015538223381979,Sdk2,chr11,11,569,-6.106462513124438
chr11-g570,MLI1,0.08730640522552076,6.015538223381979,Sdk2,chr11,11,570,-6.106462513124438
chr11-g573,Granule,4.299015222587676,0.5698778253716028,Ttyh2,chr11,11,573,2.9152816569446434
chr11-g574,Granule,2.431564271753321,0.05709236708050512,Gprc5c,chr11,11,574,5.412443037062226
chr11-g575,Granule,4.255339725652604,0.017583604751994875,Rab37,chr11,11,575,7.918899641489265
chr11-g581,MLI1,0.7459979261907492,8.334085672834878,Rnf157,chr11,11,581,-3.4817804057184665
chr11-g582,MLI1,0.7459979261907492,8.334085672834878,Rnf157,chr11,11,582,-3.4817804057184665
chr11-g583,MLI1,0.3103316238075341,1.9320736444584226,Cygb,chr11,11,583,-2.638267461321356
chr11-g584,MLI1,0.03600970414657568,2.5399025844276437,Mgat5b,chr11,11,584,-6.140243608136466
chr11-g592,Granule,56.874280196066316,1.0008519139052945,Rbfox3,chr11,11,592,5.828475947635615
chr11-g593,Granule,56.874280196066316,1.0008519139052945,Rbfox3,chr11,11,593,5.828475947635615
chr11-g594,Granule,56.874280196066316,1.0008519139052945,Rbfox3,chr11,11,594,5.828475947635615
chr11-g595,Granule,3.7697635484345726,0.7634804054915802,Tbc1d16,chr11,11,595,2.3038109996578355
chr11-g596,Granule,3.7697635484345726,0.7634804054915802,Tbc1d16,chr11,11,596,2.3038109996578355
chr11-g599,MLI1,1.483003608281935,6.599020375709507,Baiap2,chr11,11,599,-2.153729764345107
chr11-g600,MLI1,1.483003608281935,6.599020375709507,Baiap2,chr11,11,600,-2.153729764345107
chr11-g603,MLI1,0.1347324914084983,1.287289592657251,Rac3,chr11,11,603,-3.2561669322848386
chr12-g61,MLI1,0.33151094171864065,3.1628727095823574,Fam49a,chr12,12,61,-3.2541071022289665
chr12-g78,MLI1,0.04982295812248358,0.801473700728634,Trib2,chr12,12,78,-4.007772595174
chr12-g79,MLI1,0.04982295812248358,0.801473700728634,Trib2,chr12,12,79,-4.007772595174
chr12-g84,Granule,12.182910219644501,2.0781958832755936,Rock2,chr12,12,84,2.5514552523699496
chr12-g88,Granule,3.434622256803769,0.30298734198722566,Hpcal1,chr12,12,88,3.5028220106497603
chr12-g124,MLI1,0.13214942180033723,0.6966778876752746,Mboat2,chr12,12,124,-2.398321660656272
chr12-g125,Granule,1.2768226226055286,0.2631717847168308,Id2,chr12,12,125,2.27848139076033
chr12-g154,MLI1,1.5086704406770675,6.819806679831236,Acp1,chr12,12,154,-2.1764531510832907
chr12-g156,MLI1,0.10853678884999263,2.855086912222892,Lamb1,chr12,12,156,-4.71727862738045
chr12-g180,MLI1,1.3883631441722142,5.909568558673266,Bzw2,chr12,12,180,-2.089667834403483
chr12-g189,MLI1,2.139608437811634,9.88593611484776,Dgkb,chr12,12,189,-2.2080307852315646
chr12-g190,MLI1,2.139608437811634,9.88593611484776,Dgkb,chr12,12,190,-2.2080307852315646
chr12-g191,MLI1,2.139608437811634,9.88593611484776,Dgkb,chr12,12,191,-2.2080307852315646
chr12-g192,MLI1,2.139608437811634,9.88593611484776,Dgkb,chr12,12,192,-2.2080307852315646
chr12-g193,"MLI1,Granule",33.39160370155982,10.282403753833432,"Dgkb,Etv1",chr12,12,193,1.6993078156360788
chr12-g194,Granule,31.25199526374819,0.3964676389856718,Etv1,chr12,12,194,6.300601377294759
chr12-g200,MLI1,0.21874717408101016,3.611712581041255,Arl4a,chr12,12,200,-4.045346803665814
chr12-g202,Granule,36.91808060126427,4.286272855057533,Dock4,chr12,12,202,3.1065319511717977
chr12-g203,Granule,36.91808060126427,4.286272855057533,Dock4,chr12,12,203,3.1065319511717977
chr12-g204,Granule,36.91808060126427,4.286272855057533,Dock4,chr12,12,204,3.1065319511717977
chr12-g207,MLI1,0.2855530637028651,1.7890074192631258,Lrrn3,chr12,12,207,-2.6473286019741873
chr12-g221,Granule,9.177311134950715,2.0532145002604776,Nrcam,chr12,12,221,2.1601871652649023
chr12-g222,Granule,9.177311134950715,2.0532145002604776,Nrcam,chr12,12,222,2.1601871652649023
chr12-g223,Granule,9.177311134950715,2.0532145002604776,Nrcam,chr12,12,223,2.1601871652649023
chr12-g266,MLI1,0.35399065412444647,17.718688644475264,Npas3,chr12,12,266,-5.645416752601534
chr12-g267,MLI1,0.35399065412444647,17.718688644475264,Npas3,chr12,12,267,-5.645416752601534
chr12-g268,MLI1,0.35399065412444647,17.718688644475264,Npas3,chr12,12,268,-5.645416752601534
chr12-g269,MLI1,0.35399065412444647,17.718688644475264,Npas3,chr12,12,269,-5.645416752601534
chr12-g270,MLI1,0.35399065412444647,17.718688644475264,Npas3,chr12,12,270,-5.645416752601534
chr12-g307,MLI1,0.21178056292440703,8.430799109107953,Lrfn5,chr12,12,307,-5.31502729182956
chr12-g308,MLI1,0.21178056292440703,8.430799109107953,Lrfn5,chr12,12,308,-5.31502729182956
chr12-g309,MLI1,0.21178056292440703,8.430799109107953,Lrfn5,chr12,12,309,-5.31502729182956
chr12-g332,MLI1,0.7408237565798154,55.06193522718134,Mdga2,chr12,12,332,-6.215781142713912
chr12-g333,MLI1,0.7408237565798154,55.06193522718134,Mdga2,chr12,12,333,-6.215781142713912
chr12-g334,MLI1,0.7408237565798154,55.06193522718134,Mdga2,chr12,12,334,-6.215781142713912
chr12-g335,MLI1,0.7408237565798154,55.06193522718134,Mdga2,chr12,12,335,-6.215781142713912
chr12-g336,MLI1,0.7408237565798154,55.06193522718134,Mdga2,chr12,12,336,-6.215781142713912
chr12-g348,MLI1,0.8219436149127427,5.213599382301787,Cdkl1,chr12,12,348,-2.665168395175165
chr12-g350,MLI1,0.2445261623252823,2.733818418187175,Nin,chr12,12,350,-3.4828566862101247
chr12-g351,MLI1,2.68006725058089,18.415892597333677,Trim9,chr12,12,351,-2.7806102171073825
chr12-g379,Granule,2.41199596094166,0.33853881098496624,Syne2,chr12,12,379,2.8328343485741354
chr12-g380,Granule,2.41199596094166,0.33853881098496624,Syne2,chr12,12,380,2.8328343485741354
chr12-g382,"Granule,Granule",8.44136878324067,0.18221601022239936,"Plekhg3,Sptb",chr12,12,382,5.5337553227772345
chr12-g383,"Granule,Granule",10.67061296152046,0.49450195228924976,"Sptb,Rab15",chr12,12,383,4.431523025590486
chr12-g384,Granule,2.9167250647256058,0.3122859420668504,Rab15,chr12,12,384,3.2234098705979184
chr12-g403,MLI1,0.062371833969542365,1.2562195509068506,Plekhd1,chr12,12,403,-4.332050137207087
chr12-g412,MLI1,0.21314293307626822,1.7196644110370813,Rgs6,chr12,12,412,-3.0122339259289284
chr12-g413,MLI1,0.21314293307626822,1.7196644110370813,Rgs6,chr12,12,413,-3.0122339259289284
chr12-g414,MLI1,0.21314293307626822,1.7196644110370813,Rgs6,chr12,12,414,-3.0122339259289284
chr12-g415,MLI1,0.21314293307626822,1.7196644110370813,Rgs6,chr12,12,415,-3.0122339259289284
chr12-g431,MLI1,0.04811260760841681,1.195283848481366,Esrrb,chr12,12,431,-4.63479445803581
chr12-g432,MLI1,0.04811260760841681,1.195283848481366,Esrrb,chr12,12,432,-4.63479445803581
chr12-g478,MLI1,0.04797083951433705,4.971380176259108,Flrt2,chr12,12,478,-6.69534493679892
chr12-g492,Granule,15.928273422030285,0.10977948722021663,Kcnk10,chr12,12,492,7.180837575600878
chr12-g493,MLI1,10.306388503034025,43.78198344120166,Eml5,chr12,12,493,-2.0867984324128455
chr12-g494,MLI1,10.306388503034025,43.78198344120166,Eml5,chr12,12,494,-2.0867984324128455
chr12-g504,MLI1,0.04372311252907508,2.1017396359996576,Ccdc88c,chr12,12,504,-5.587044042554168
chr12-g505,MLI1,0.04372311252907508,2.1017396359996576,Ccdc88c,chr12,12,505,-5.587044042554168
chr12-g512,Granule,3.1619744362097038,0.15631964273273236,Itpk1,chr12,12,512,4.338254723639129
chr12-g513,Granule,3.1619744362097038,0.15631964273273236,Itpk1,chr12,12,513,4.338254723639129
chr12-g541,Granule,2.821495751204227,0.3441686237335493,Eml1,chr12,12,541,3.035272692446802
chr12-g542,Granule,2.821495751204227,0.3441686237335493,Eml1,chr12,12,542,3.035272692446802
chr12-g555,Granule,2.912939809657749,0.20942309908013562,Traf3,chr12,12,555,3.79798340780751
chr12-g556,Granule,2.912939809657749,0.20942309908013562,Traf3,chr12,12,556,3.79798340780751
chr12-g599,MLI1,0.053988099156923285,1.0424752473970635,Tmem196,chr12,12,599,-4.27122789593199
chr12-g600,MLI1,0.053988099156923285,1.0424752473970635,Tmem196,chr12,12,600,-4.27122789593199
chr13-g41,MLI1,1.096509244470019,134.20013589339598,Adarb2,chr13,13,41,-6.93532434704941
chr13-g42,MLI1,1.096509244470019,134.20013589339598,Adarb2,chr13,13,42,-6.93532434704941
chr13-g43,MLI1,1.096509244470019,134.20013589339598,Adarb2,chr13,13,43,-6.93532434704941
chr13-g49,Granule,0.816617127627924,0.11159031259626925,Chrm3,chr13,13,49,2.871448037758643
chr13-g50,Granule,0.816617127627924,0.11159031259626925,Chrm3,chr13,13,50,2.871448037758643
chr13-g51,Granule,0.816617127627924,0.11159031259626925,Chrm3,chr13,13,51,2.871448037758643
chr13-g57,Granule,24.744272396397335,3.017458221846761,Ryr2,chr13,13,57,3.035688919053742
chr13-g58,Granule,24.744272396397335,3.017458221846761,Ryr2,chr13,13,58,3.035688919053742
chr13-g59,Granule,24.744272396397335,3.017458221846761,Ryr2,chr13,13,59,3.035688919053742
chr13-g60,Granule,24.744272396397335,3.017458221846761,Ryr2,chr13,13,60,3.035688919053742
chr13-g71,MLI1,2.9579938846467524,19.2683562869827,Hecw1,chr13,13,71,-2.7035425309176033
chr13-g72,MLI1,2.9579938846467524,19.2683562869827,Hecw1,chr13,13,72,-2.7035425309176033
chr13-g80,MLI1,0.03767475701113082,0.6480956660727345,Inhba,chr13,13,80,-4.104536674446053
chr13-g117,MLI1,0.05,0.2871943108189125,C230035I16Rik,chr13,13,117,-2.522027170349554
chr13-g183,Granule,2.8598977683365074,0.05,Nrn1,chr13,13,183,5.837891671349059
chr13-g188,MLI1,0.11670880445635526,2.2083557519431203,Rreb1,chr13,13,188,-4.241987293265992
chr13-g189,MLI1,0.11670880445635526,2.2083557519431203,Rreb1,chr13,13,189,-4.241987293265992
chr13-g203,"MLI1,MLI1",0.0463881610114574,10.877863932293364,"Tfap2a,Gm26688",chr13,13,203,-7.873422915625191
chr13-g211,MLI1,0.003060422312667725,0.6287674810333811,Edn1,chr13,13,211,-7.6826520486523
chr13-g218,Granule,8.763618243016857,0.221287357446447,Rnf182,chr13,13,218,5.307533704847682
chr13-g235,"Granule,Granule",0.7704993826638779,0.06868627957864751,"Tpmt,Rnf144b",chr13,13,235,3.4876999533082977
chr13-g236,Granule,0.4235794977256357,0.06868627957864751,Rnf144b,chr13,13,236,2.6245389135609134
chr13-g257,MLI1,0.4928403659806381,2.070048908103801,Shc3,chr13,13,257,-2.07047252442519
chr13-g258,Granule,3.859221206088655,0.7224154164261885,Sema4d,chr13,13,258,2.41740915432335
chr13-g262,Granule,8.887469412171095,0.0582730421825815,Diras2,chr13,13,262,7.252800249723198
chr13-g266,MLI1,0.03349458994742604,2.509660198564328,Gm2762,chr13,13,266,-6.2274201400248765
chr13-g267,MLI1,0.03349458994742604,2.509660198564328,Gm2762,chr13,13,267,-6.2274201400248765
chr13-g271,Granule,4.671557827600327,0.25486772983810285,Cplx2,chr13,13,271,4.19608310394934
chr13-g277,MLI1,0.049411476458333846,0.9095991715823988,Dbn1,chr13,13,277,-4.202312869758361
chr13-g283,MLI1,0.030779327402509136,7.617570264642834,Trpc7,chr13,13,283,-7.951225386319026
chr13-g284,MLI1,0.030779327402509136,7.617570264642834,Trpc7,chr13,13,284,-7.951225386319026
chr13-g290,Granule,2.5759814619437513,0.5506530870670678,Klhl3,chr13,13,290,2.225906602812178
chr13-g298,Granule,1.2266066424869815,0.05,Golm1,chr13,13,298,4.616600763678
chr13-g303,MLI1,0.5583830997063453,3.3286586293274114,Dapk1,chr13,13,303,-2.575613740423571
chr13-g310,MLI1,0.0965854767407421,0.6889569705637868,Zfp808,chr13,13,310,-2.834535704015193
chr13-g311,MLI1,0.0965854767407421,0.6889569705637868,Zfp808,chr13,13,311,-2.834535704015193
chr13-g313,MLI1,0.04270764174020971,0.3283381733252441,Platr25,chr13,13,313,-2.94261634902166
chr13-g353,MLI1,0.02599407221793205,3.828654872730614,Adamts16,chr13,13,353,-7.202511143275333
chr13-g354,MLI1,0.02599407221793205,3.828654872730614,Adamts16,chr13,13,354,-7.202511143275333
chr13-g379,MLI1,0.2358566982210086,2.859386413077126,Rhobtb3,chr13,13,379,-3.5997231182971494
chr13-g381,Granule,44.49770086738039,0.9411846375762958,Mctp1,chr13,13,381,5.563109213327729
chr13-g382,Granule,44.49770086738039,0.9411846375762958,Mctp1,chr13,13,382,5.563109213327729
chr13-g383,Granule,44.49770086738039,0.9411846375762958,Mctp1,chr13,13,383,5.563109213327729
chr13-g384,Granule,44.49770086738039,0.9411846375762958,Mctp1,chr13,13,384,5.563109213327729
chr13-g385,Granule,44.49770086738039,0.9411846375762958,Mctp1,chr13,13,385,5.563109213327729
chr13-g448,MLI1,0.04959695421170236,1.9088423833440105,Vcan,chr13,13,448,-5.266302645143526
chr13-g485,MLI1,0.20191135551745637,1.3258257157145161,Fam169a,chr13,13,485,-2.7150971853639074
chr13-g489,MLI1,0.04203174986778652,0.22453899239519537,Arhgef28,chr13,13,489,-2.417414573220101
chr13-g490,MLI1,0.04203174986778652,0.22453899239519537,Arhgef28,chr13,13,490,-2.417414573220101
chr13-g491,MLI1,0.04203174986778652,0.22453899239519537,Arhgef28,chr13,13,491,-2.417414573220101
chr13-g513,MLI1,0.28440235529698854,1.8104490477170685,Mast4,chr13,13,513,-2.6703422570749265
chr13-g514,MLI1,0.28440235529698854,1.8104490477170685,Mast4,chr13,13,514,-2.6703422570749265
chr13-g515,MLI1,0.28440235529698854,1.8104490477170685,Mast4,chr13,13,515,-2.6703422570749265
chr13-g516,MLI1,0.28440235529698854,1.8104490477170685,Mast4,chr13,13,516,-2.6703422570749265
chr13-g520,"MLI1,MLI1",0.4085408887220534,6.321693870814439,"Nln,Sgtb",chr13,13,520,-3.951758791646595
chr13-g521,Granule,1.0167523130170202,0.021359976905022626,Adamts6,chr13,13,521,5.572914375429735
chr13-g522,Granule,1.0167523130170202,0.021359976905022626,Adamts6,chr13,13,522,5.572914375429735
chr13-g525,MLI1,0.1278665444362918,0.9394468307072503,Rnf180,chr13,13,525,-2.877172672102186
chr13-g526,MLI1,0.1278665444362918,0.9394468307072503,Rnf180,chr13,13,526,-2.877172672102186
chr13-g551,MLI1,0.11665320251274784,0.8435348956101183,Plk2,chr13,13,551,-2.8542218370248102
chr13-g552,MLI1,0.11665320251274784,0.8435348956101183,Plk2,chr13,13,552,-2.8542218370248102
chr13-g561,MLI1,0.032009279319517366,1.1385001254559597,Ankrd55,chr13,13,561,-5.152500444874944
chr13-g588,MLI1,8.287067201673025,80.27520805233779,Hcn1,chr13,13,588,-3.2760209725739533
chr13-g589,MLI1,8.287067201673025,80.27520805233779,Hcn1,chr13,13,589,-3.2760209725739533
chr14-g22,MLI1,0.06466999312171313,0.7661605828622478,Gm3173,chr14,14,22,-3.5664784423925546
chr14-g66,Granule,11.524898793689449,2.0451907543771974,Synpr,chr14,14,66,2.4944467673086748
chr14-g67,Granule,11.524898793689449,2.0451907543771974,Synpr,chr14,14,67,2.4944467673086748
chr14-g68,Granule,11.524898793689449,2.0451907543771974,Synpr,chr14,14,68,2.4944467673086748
chr14-g76,Granule,7.186696468282085,1.0520601495474495,Lrrc3b,chr14,14,76,2.7721115644551015
chr14-g77,Granule,7.186696468282085,1.0520601495474495,Lrrc3b,chr14,14,77,2.7721115644551015
chr14-g82,MLI1,0.2107690246650537,4.335621092494443,Rarb,chr14,14,82,-4.362503914951226
chr14-g83,MLI1,0.2107690246650537,4.335621092494443,Rarb,chr14,14,83,-4.362503914951226
chr14-g84,MLI1,0.2107690246650537,4.335621092494443,Rarb,chr14,14,84,-4.362503914951226
chr14-g88,MLI1,0.23534944418211814,6.339968884473608,Thrb,chr14,14,88,-4.751599408898408
chr14-g89,MLI1,0.23534944418211814,6.339968884473608,Thrb,chr14,14,89,-4.751599408898408
chr14-g90,MLI1,0.23534944418211814,6.339968884473608,Thrb,chr14,14,90,-4.751599408898408
chr14-g99,Granule,2.9115709394774107,0.19078153496037262,Gng2,chr14,14,99,3.931804319903426
chr14-g116,MLI1,0.4071620497231943,77.05121920519781,Kcnma1,chr14,14,116,-7.564070876230005
chr14-g117,MLI1,0.4071620497231943,77.05121920519781,Kcnma1,chr14,14,117,-7.564070876230005
chr14-g118,MLI1,0.4071620497231943,77.05121920519781,Kcnma1,chr14,14,118,-7.564070876230005
chr14-g119,MLI1,0.4071620497231943,77.05121920519781,Kcnma1,chr14,14,119,-7.564070876230005
chr14-g120,MLI1,0.4071620497231943,77.05121920519781,Kcnma1,chr14,14,120,-7.564070876230005
chr14-g127,Granule,12.927142165806362,1.88151361781193,Zmiz1,chr14,14,127,2.7804377340235753
chr14-g128,"Granule,MLI1",13.053090379645962,2.4870741612871337,"Zmiz1,Ppif",chr14,14,128,2.3918699793912066
chr14-g135,Granule,5.599118917516159,0.8689843420115715,Arhgef3,chr14,14,135,2.6877977343532633
chr14-g136,Granule,5.599118917516159,0.8689843420115715,Arhgef3,chr14,14,136,2.6877977343532633
chr14-g137,Granule,5.599118917516159,0.8689843420115715,Arhgef3,chr14,14,137,2.6877977343532633
chr14-g138,MLI1,6.587439901942722,39.33841619987239,Erc2,chr14,14,138,-2.578149074550681
chr14-g139,MLI1,6.587439901942722,39.33841619987239,Erc2,chr14,14,139,-2.578149074550681
chr14-g140,MLI1,6.587439901942722,39.33841619987239,Erc2,chr14,14,140,-2.578149074550681
chr14-g141,MLI1,6.587439901942722,39.33841619987239,Erc2,chr14,14,141,-2.578149074550681
chr14-g142,MLI1,6.587439901942722,39.33841619987239,Erc2,chr14,14,142,-2.578149074550681
chr14-g144,MLI1,5.572684034816999,55.23814256136235,Cacna2d3,chr14,14,144,-3.3092205467332856
